"sector","rmse_trad","rmse_iac","rmse_amp","rmse_phase","rmse_apac","pct_imp_iac","pct_imp_amp","pct_imp_phase","pct_imp_apac"
"SIE_Weddell",0.176032156636645,0.176280237935103,0.137758639864418,0.130382504364751,0.103661733251526,-0.282057679812442,38.7573925299412,45.1401497416327,65.3220901913859
"SIE_Amundsen_Bellingshausen",0.332028225839391,0.332421567824693,0.237217334343007,0.211181348196222,0.1497980424213,-0.237073202683358,48.956219423584,59.5460338595994,79.6454143350598
"SIE_Ross",0.330166940681843,0.330418485397676,0.232658137068286,0.228349866592253,0.164292997628921,-0.152432304496286,50.3442756599845,52.1662583850167,75.238842868906
"SIE_East_Antarctica",0.188990402795243,0.189273802522829,0.133089859436142,0.127857775536434,0.0980226062881663,-0.300133984370077,50.408136097468,54.2306455090713,73.0987172020442
"SIE_King_Haakon",0.360200861901382,0.361014009813106,0.249497267335659,0.236242789785054,0.177803726407842,-0.45200655094777,52.0220053995263,56.9842370914944,75.633552161851
