"sector","Year","max_doy_fitted","min_doy_fitted","max_doy_anom","min_doy_anom","amplitude_fitted","amplitude_anom","max_doy_raw","min_doy_raw","max_doy_raw_anom","min_doy_raw_anom","amplitude_raw_yr","amplitude_raw_anom","min_extent","max_extent","min_date","max_date"
"SIE_East_Antarctica",1997,277,50,1,-1.5,0.0368735461136719,-0.128879396012757,242,50,-20.5,-2,2.784588147,-0.0552580793636364,0.539279278,3.323867425,1997-02-19,1997-08-30
"SIE_East_Antarctica",1998,264,53,-12,1.5,0.179136815222119,0.0133838730956892,275,57,12.5,5,3.003174461,0.163328234636364,0.611980112,3.615154573,1998-02-26,1998-10-02
"SIE_East_Antarctica",1999,276,51,0,-0.5,0.170686806714871,0.00493386458844211,283,53,20.5,1,2.999402567,0.159556340636364,0.525774261,3.525176828,1999-02-22,1999-10-10
"SIE_East_Antarctica",2000,277,51,1,-0.5,0.105406697915865,-0.0603462442105648,226,49,-36.5,-3,2.93113655,0.0912903236363638,0.417904107,3.349040657,2000-02-18,2000-08-13
"SIE_East_Antarctica",2001,276,49,0,-2.5,0.158672292910576,-0.00708064921585319,271,47,8.5,-5,2.655339787,-0.184506439363636,0.568553344,3.223893131,2001-02-16,2001-09-28
"SIE_East_Antarctica",2002,278,53,2,1.5,0.0850150575262291,-0.0807378846002003,278,52,15.5,0,2.913325567,0.0734793406363639,0.301366034,3.214691601,2002-02-21,2002-10-05
"SIE_East_Antarctica",2003,275,44,-1,-7.5,0.0850952087257439,-0.0806577334006854,268,42,5.5,-10,2.918552331,0.0787061046363635,0.474313495,3.392865826,2003-02-11,2003-09-25
"SIE_East_Antarctica",2004,275,56,-1,4.5,0.0782045373953417,-0.0875484047310876,286,59,23.5,7,2.756966762,-0.0828794643636361,0.40298722,3.159953982,2004-02-28,2004-10-12
"SIE_East_Antarctica",2005,244,47,-32,-4.5,0.119281462928594,-0.0464714791978354,240,48,-22.5,-4,2.957922858,0.118076631636364,0.590654049,3.548576907,2005-02-17,2005-08-28
"SIE_East_Antarctica",2006,277,50,1,-1.5,0.213953519091488,0.0482005769650583,287,50,24.5,-2,3.0438046,0.203958373636363,0.526660371,3.570464971,2006-02-19,2006-10-14
"SIE_East_Antarctica",2007,278,53,2,1.5,0.0665895043919638,-0.0991634377344656,274,53,11.5,1,2.759031793,-0.0808144333636367,0.495576799,3.254608592,2007-02-22,2007-10-01
"SIE_East_Antarctica",2008,275,48,-1,-3.5,0.238353935972644,0.072600993846215,277,46,14.5,-6,2.534071965,-0.305774261363637,0.711815321,3.245887286,2008-02-15,2008-10-03
"SIE_East_Antarctica",2009,276,53,0,1.5,0.125251062024588,-0.0405018801018409,245,54,-17.5,2,2.670483295,-0.169362931363636,0.523339335,3.19382263,2009-02-23,2009-09-02
"SIE_East_Antarctica",2010,276,51,0,-0.5,0.376701721697612,0.210948779571182,281,50,18.5,-2,2.41289762,-0.426948606363637,0.550875073,2.963772693,2010-02-19,2010-10-08
"SIE_East_Antarctica",2011,275,47,-1,-4.5,0.228753990576981,0.0630010484505517,263,48,0.5,-4,3.086734791,0.246888564636364,0.305619618,3.392354409,2011-02-17,2011-09-20
"SIE_East_Antarctica",2012,277,49,1,-2.5,0.284148979739448,0.118396037613018,257,47,-5.5,-5,3.157208824,0.317362597636364,0.446996149,3.604204973,2012-02-16,2012-09-13
"SIE_East_Antarctica",2013,277,48,1,-3.5,0.10289084952204,-0.0628620926043896,227,46,-35.5,-6,2.729240616,-0.110605610363637,0.804574376,3.533814992,2013-02-15,2013-08-15
"SIE_East_Antarctica",2014,274,53,-2,1.5,0.0541571301200728,-0.111595812006357,262,55,-0.5,3,2.767184621,-0.0726616053636362,0.750007003,3.517191624,2014-02-24,2014-09-19
"SIE_East_Antarctica",2015,277,51,1,-0.5,0.148524237638266,-0.0172287044881636,281,51,18.5,-1,2.670072081,-0.169774145363637,0.685031226,3.355103307,2015-02-20,2015-10-08
"SIE_East_Antarctica",2016,274,47,-2,-4.5,0.0348172654885954,-0.130935676637834,229,45,-33.5,-7,2.843839252,0.00399302563636317,0.52969785,3.373537102,2016-02-14,2016-08-16
"SIE_East_Antarctica",2017,275,55,-1,3.5,0.0231712891799138,-0.142581652946516,278,63,15.5,11,2.842058595,0.00221236863636332,0.554335125,3.39639372,2017-03-04,2017-10-05
"SIE_East_Antarctica",2018,277,54,1,2.5,0.0552991769365021,-0.110453765189927,277,56,14.5,4,2.760573014,-0.0792732123636362,0.428470892,3.189043906,2018-02-25,2018-10-04
"SIE_East_Antarctica",2019,278,51,2,-0.5,0.197846572432462,0.0320936303060328,245,50,-17.5,-2,3.012882071,0.173035844636364,0.387851556,3.400733627,2019-02-19,2019-09-02
"SIE_East_Antarctica",2020,275,55,-1,3.5,0.172175659908188,0.00642271778175893,258,59,-4.5,7,2.627718692,-0.212127534363636,0.57741983,3.205138522,2020-02-28,2020-09-14
"SIE_East_Antarctica",2021,276,50,0,-1.5,0.0257291776424369,-0.140023764483992,251,51,-11.5,-1,2.841037161,0.00119093463636366,0.478972306,3.320009467,2021-02-20,2021-09-08
"SIE_East_Antarctica",2022,259,53,-17,1.5,0.228221073362287,0.0624681312358576,257,55,-5.5,3,2.591252607,-0.248593619363636,0.442359945,3.033612552,2022-02-24,2022-09-14
"SIE_East_Antarctica",2023,278,51,2,-0.5,0.0888569148046402,-0.0768960273217892,250,52,-12.5,0,2.746435739,-0.0934104873636366,0.250914094,2.997349833,2023-02-21,2023-09-07
"SIE_King_Haakon",1980,265,53,-4,4,0.450168994088499,0.149040385352213,299,61,29.5,12,3.912503569,-0.454028162250001,0.56104288,4.473546449,1980-03-01,1980-10-25
"SIE_King_Haakon",1981,285,49,16,0,0.181866239485067,-0.119262369251219,243,49,-26.5,0,4.220535408,-0.14599632325,0.739969985,4.960505393,1981-02-18,1981-08-31
"SIE_King_Haakon",1982,272,46,3,-3,0.56159650815559,0.260467899419305,226,46,-43.5,-3,3.812080718,-0.55445101325,0.870544134,4.682624852,1982-02-15,1982-08-14
"SIE_King_Haakon",1983,283,45,14,-4,0.221646410820253,-0.0794821979160328,261,45,-8.5,-4,4.173407502,-0.19312422925,0.930577607,5.103985109,1983-02-14,1983-09-18
"SIE_King_Haakon",1984,268,50,-1,1,0.176851146727345,-0.124277462008941,260,50,-9.5,1,4.573475021,0.20694328975,0.693404795,5.266879816,1984-02-19,1984-09-16
"SIE_King_Haakon",1985,278,48,9,-1,0.0317878374923217,-0.269340771243964,266,48,-3.5,-1,4.379476484,0.0129447527500002,0.933055431,5.312531915,1985-02-17,1985-09-23
"SIE_King_Haakon",1986,269,47,0,-2,0.950580770464713,0.649452161728427,295,47,25.5,-2,3.365973395,-1.00055833625,1.236579918,4.602553313,1986-02-16,1986-10-22
"SIE_King_Haakon",1987,270,52,1,3,0.922276876509007,0.621148267772721,302,52,32.5,3,3.413109847,-0.95342188425,1.233091493,4.64620134,1987-02-21,1987-10-29
"SIE_King_Haakon",1988,261,54,-8,5,0.370427057878515,0.0692984491422289,288,54,18.5,5,4.035711985,-0.33081974625,1.080590424,5.116302409,1988-02-23,1988-10-14
"SIE_King_Haakon",1989,280,47,11,-2,0.104094096933593,-0.197034511802693,287,47,17.5,-2,4.52564198,0.15911024875,0.971420369,5.497062349,1989-02-16,1989-10-14
"SIE_King_Haakon",1990,269,50,0,1,0.202988228333663,-0.098140380402623,293,50,23.5,1,4.594957799,0.22842606775,0.668820931,5.26377873,1990-02-19,1990-10-20
"SIE_King_Haakon",1991,261,54,-8,5,0.0569069383612049,-0.244221670375081,270,61,0.5,12,4.398920233,0.0323885017499999,0.522574856,4.921495089,1991-03-02,1991-09-27
"SIE_King_Haakon",1992,288,50,19,1,0.0485892809706281,-0.252539327765658,256,50,-13.5,1,4.347503039,-0.01902869225,0.444598587,4.792101626,1992-02-19,1992-09-12
"SIE_King_Haakon",1993,285,51,16,2,0.31171005913402,0.0105814503977346,283,51,13.5,2,4.074499429,-0.29203230225,0.588854156,4.663353585,1993-02-20,1993-10-10
"SIE_King_Haakon",1994,281,44,12,-5,0.0800353104728755,-0.22109329826341,244,44,-25.5,-5,4.314135997,-0.0523957342500001,0.665380463,4.97951646,1994-02-13,1994-09-01
"SIE_King_Haakon",1995,290,47,21,-2,0.365378990424865,0.0642503816885786,280,46,10.5,-3,3.989862552,-0.37666917925,0.841958862,4.831821414,1995-02-15,1995-10-07
"SIE_King_Haakon",1996,256,49,-13,0,0.193027156646691,-0.108101452089595,267,55,-2.5,6,4.596706325,0.23017459375,0.830531774,5.427238099,1996-02-24,1996-09-23
"SIE_King_Haakon",1997,263,55,-6,6,0.168737034131287,-0.132391574604998,280,55,10.5,6,4.58873653,0.22220479875,0.364817881,4.953554411,1997-02-24,1997-10-07
"SIE_King_Haakon",1998,285,45,16,-4,0.0517866437618633,-0.249341964974423,289,45,19.5,-4,4.365521102,-0.00101062924999962,1.089085447,5.454606549,1998-02-14,1998-10-16
"SIE_King_Haakon",1999,263,53,-6,4,0.033790406210487,-0.267338202525799,296,58,26.5,9,4.378363224,0.0118314927499998,1.211591029,5.589954253,1999-02-27,1999-10-23
"SIE_King_Haakon",2000,270,48,1,-1,0.24500249436049,-0.0561261143757965,248,48,-21.5,-1,4.671782989,0.30525125775,0.915357508,5.587140497,2000-02-17,2000-09-04
"SIE_King_Haakon",2001,277,42,8,-7,0.503481112376284,0.202352503639998,285,38,15.5,-11,3.886714014,-0.47981771725,1.246015056,5.13272907,2001-02-07,2001-10-12
"SIE_King_Haakon",2002,266,48,-3,-1,0.369264730960448,0.0681361222241622,245,47,-24.5,-2,4.002390225,-0.36414150625,0.945950325,4.94834055,2002-02-16,2002-09-02
"SIE_King_Haakon",2003,260,47,-9,-2,0.499674322021074,0.198545713284788,215,47,-54.5,-2,3.813753817,-0.55277791425,1.049433399,4.863187216,2003-02-16,2003-08-03
"SIE_King_Haakon",2004,262,47,-7,-2,0.583829022815632,0.282700414079346,296,47,26.5,-2,3.745284228,-0.621247503250001,1.010348333,4.755632561,2004-02-16,2004-10-22
"SIE_King_Haakon",2005,272,43,3,-6,0.10139008003126,-0.199738528705026,273,42,3.5,-7,4.514351523,0.14781979175,0.541070916,5.055422439,2005-02-11,2005-09-30
"SIE_King_Haakon",2006,265,53,-4,4,0.112430870280633,-0.188697738455653,256,59,-13.5,10,4.55044424,0.18391250875,0.502982049,5.053426289,2006-02-28,2006-09-13
"SIE_King_Haakon",2007,286,51,17,2,0.607752677841884,0.306624069105598,271,51,1.5,2,4.958109769,0.59157803775,0.697679939,5.655789708,2007-02-20,2007-09-28
"SIE_King_Haakon",2008,282,47,13,-2,0.20353093092608,-0.097597677810206,265,47,-4.5,-2,4.111653332,-0.254878399250001,1.052638929,5.164292261,2008-02-16,2008-09-21
"SIE_King_Haakon",2009,252,49,-17,0,0.275402133192705,-0.025726475543581,271,49,1.5,0,4.69153573,0.32500399875,0.577064605,5.268600335,2009-02-18,2009-09-28
"SIE_King_Haakon",2010,269,49,0,0,0.160027235648951,-0.141101373087335,236,49,-33.5,0,4.603719124,0.23718739275,0.800421564,5.404140688,2010-02-18,2010-08-24
"SIE_King_Haakon",2011,267,56,-2,7,0.20031373459282,-0.100814874143466,239,56,-30.5,7,4.661665275,0.29513354375,0.328309315,4.98997459,2011-02-25,2011-08-27
"SIE_King_Haakon",2012,264,52,-5,3,0.236608005843849,-0.0645206028924374,270,57,0.5,8,4.645225178,0.278693446749999,0.646546821,5.291771999,2012-02-26,2012-09-26
"SIE_King_Haakon",2013,271,44,2,-5,0.127388096232568,-0.173740512503718,272,44,2.5,-5,4.451789857,0.0852581257499994,1.03343025,5.485220107,2013-02-13,2013-09-29
"SIE_King_Haakon",2014,287,47,18,-2,0.643767357444377,0.342638748708091,264,46,-5.5,-3,5.022414168,0.655882436749999,0.383496219,5.405910387,2014-02-15,2014-09-21
"SIE_King_Haakon",2015,254,50,-15,1,0.171834482115334,-0.129294126620951,248,50,-21.5,1,4.245265613,-0.121266118249999,0.663892223,4.909157836,2015-02-19,2015-09-05
"SIE_King_Haakon",2016,261,46,-8,-3,0.308833092854236,0.00770448411794961,279,46,9.5,-3,4.815690605,0.44915887375,0.362463191,5.178153796,2016-02-15,2016-10-05
"SIE_King_Haakon",2017,287,47,18,-2,0.313594689969265,0.0124660812329793,253,46,-16.5,-3,4.758962153,0.39243042175,0.073722392,4.832684545,2017-02-15,2017-09-10
"SIE_King_Haakon",2018,256,51,-13,2,0.388753706009268,0.0876250972729825,255,51,-14.5,2,4.707107748,0.34057601675,0.299341117,5.006448865,2018-02-20,2018-09-12
"SIE_King_Haakon",2019,282,45,13,-4,0.0941354898235702,-0.206993118912716,269,44,-0.5,-5,4.261339427,-0.10519230425,0.428263582,4.689603009,2019-02-13,2019-09-26
"SIE_King_Haakon",2020,268,50,-1,1,0.0869167243788498,-0.214211884357436,269,50,-0.5,1,4.485458233,0.11892650175,0.45595385,4.941412083,2020-02-19,2020-09-25
"SIE_King_Haakon",2021,274,45,5,-4,0.341480295501373,0.0403516867650874,302,44,32.5,-5,4.826331844,0.45980011275,0.546704439,5.373036283,2021-02-13,2021-10-29
"SIE_King_Haakon",2022,267,52,-2,3,0.99337678852193,0.692248179785644,291,57,21.5,8,5.466859196,1.10032746475,0.22028452,5.687143716,2022-02-26,2022-10-18
"SIE_King_Haakon",2023,259,53,-10,4,0.196624723651212,-0.104503885085073,253,53,-16.5,4,4.168425748,-0.19810598325,0.27435815,4.442783898,2023-02-22,2023-09-10
