Date,sector,sie,seasonal_ref,apac_resid
2019-11-16,East_Antarctica,1.825414649,2.351388958884319,-0.525974309884319
2019-11-17,East_Antarctica,1.781964395,2.310555807501598,-0.528591412501598
2019-11-18,East_Antarctica,1.727705897,2.2692401186769358,-0.5415342216769357
2019-11-19,East_Antarctica,1.709432396,2.2275821125077067,-0.5181497165077067
2019-11-20,East_Antarctica,1.673047392,2.1857220090912843,-0.5126746170912844
2019-11-21,East_Antarctica,1.631140939,2.1438000285250447,-0.5126590895250447
2019-11-22,East_Antarctica,1.590440242,2.1019563909063637,-0.5115161489063638
2019-11-23,East_Antarctica,1.554658431,2.060331316332618,-0.505672885332618
2019-11-24,East_Antarctica,1.520706817,2.0190650249011806,-0.49835820790118057
2019-11-25,East_Antarctica,1.492232312,1.9782892490656623,-0.4860569370656622
2019-11-26,East_Antarctica,1.450593803,1.9380639342107693,-0.4874701312107692
2019-11-27,East_Antarctica,1.440393552,1.8984129293218603,-0.4580193773218604
2019-11-28,East_Antarctica,1.417809213,1.8593598099750328,-0.44155059697503285
2019-11-29,East_Antarctica,1.384269395,1.820928151746389,-0.4366587567463889
2019-11-30,East_Antarctica,1.351842149,1.7831415302120242,-0.43129938121202405
2019-12-01,East_Antarctica,1.324640288,1.74602352094804,-0.4213832329480398
2019-12-02,East_Antarctica,1.328912703,1.7095976995305333,-0.3806849965305332
2019-12-03,East_Antarctica,1.311414901,1.6738876415356052,-0.3624727405356052
2019-12-04,East_Antarctica,1.279978461,1.638916922539354,-0.35893846153935405
2019-12-05,East_Antarctica,1.290953016,1.6047091181178779,-0.31375610211787786
2019-12-06,East_Antarctica,1.288643361,1.5712878038472773,-0.2826444428472772
2019-12-07,East_Antarctica,1.27381432,1.5386765313177964,-0.2648622113177963
2019-12-08,East_Antarctica,1.230623151,1.5068914061430372,-0.2762682551430371
2019-12-09,East_Antarctica,1.211340989,1.475930576974949,-0.2645895879749489
2019-12-10,East_Antarctica,1.207726195,1.445789539821904,-0.23806334482190405
2019-12-11,East_Antarctica,1.196483082,1.416463790692283,-0.21998070869228292
2019-12-12,East_Antarctica,1.185785954,1.3879488255944623,-0.20216287159446233
2019-12-13,East_Antarctica,1.169567841,1.3602401405368165,-0.19067229953681641
2019-12-14,East_Antarctica,1.173167432,1.3333332315277229,-0.1601657995277228
2019-12-15,East_Antarctica,1.18271885,1.3072235945755577,-0.1245047445755576
2019-12-16,East_Antarctica,1.191763963,1.2819067256886978,-0.0901427626886977
2019-12-17,East_Antarctica,1.183976765,1.2573781208755193,-0.07340135587551933
2019-12-18,East_Antarctica,1.174281113,1.2336332761444004,-0.059352163144400505
2019-12-19,East_Antarctica,1.152418871,1.210667687503715,-0.05824881650371494
2019-12-20,East_Antarctica,1.145463678,1.1884760444783342,-0.043012366478334174
2019-12-21,East_Antarctica,1.116664468,1.1670402845343586,-0.05037581653435863
2019-12-22,East_Antarctica,1.091954111,1.1463321661768118,-0.054378055176811824
2019-12-23,East_Antarctica,1.081123993,1.1263231642543978,-0.04519917125439776
2019-12-24,East_Antarctica,1.082329555,1.1069847536158193,-0.024655198615819218
2019-12-25,East_Antarctica,1.076817026,1.0882884091097806,-0.011471383109780575
2019-12-26,East_Antarctica,1.077408322,1.0702056055849858,0.007202716415014132
2019-12-27,East_Antarctica,1.087678723,1.0527078178901395,0.03497090510986056
2019-12-28,East_Antarctica,1.084666729,1.0357665208739446,0.048900208126055444
2019-12-29,East_Antarctica,1.067777061,1.0193531893851036,0.04842387161489636
2019-12-30,East_Antarctica,1.06597301,1.0034392982723215,0.06253371172767852
2019-12-31,East_Antarctica,1.063425069,0.9879963223843046,0.07542874661569543
2020-01-01,East_Antarctica,1.057835996,0.972995736569754,0.08484025943024587
2020-01-02,East_Antarctica,1.048734259,0.9584101186561479,0.09032414034385206
2020-01-03,East_Antarctica,1.042266412,0.9442164583860713,0.09804995361392876
2020-01-04,East_Antarctica,1.042874238,0.9303928484808788,0.11248138951912123
2020-01-05,East_Antarctica,1.030307098,0.9169173816619237,0.11338971633807626
2020-01-06,East_Antarctica,1.014061856,0.9037681506505688,0.11029370534943128
2020-01-07,East_Antarctica,0.989306355,0.8909232481681668,0.09838310683183316
2020-01-08,East_Antarctica,0.968311442,0.8783607669360747,0.08995067506392529
2020-01-09,East_Antarctica,0.936876722,0.8660587996756511,0.07081792232434891
2020-01-10,East_Antarctica,0.925456499,0.8539954391082497,0.07146105989175033
2020-01-11,East_Antarctica,0.907978574,0.8421487779552297,0.06582979604477035
2020-01-12,East_Antarctica,0.888564733,0.8304969089379465,0.058067824062053575
2020-01-13,East_Antarctica,0.886716208,0.819017924777757,0.06769828322224292
2020-01-14,East_Antarctica,0.886694929,0.8076902530274447,0.07900467597255534
2020-01-15,East_Antarctica,0.879477913,0.7965043366113259,0.08297357638867409
2020-01-16,East_Antarctica,0.880671861,0.7854656711415826,0.09520618985841733
2020-01-17,East_Antarctica,0.872190884,0.7745807042135026,0.09761017978649744
2020-01-18,East_Antarctica,0.854090379,0.7638558834223718,0.0902344955776282
2020-01-19,East_Antarctica,0.840889559,0.7532976563634779,0.08759190263652206
2020-01-20,East_Antarctica,0.835500054,0.7429124706321085,0.09258758336789152
2020-01-21,East_Antarctica,0.828253672,0.7327067738235504,0.09554689817644957
2020-01-22,East_Antarctica,0.801004376,0.7226870135330903,0.07831736246690968
2020-01-23,East_Antarctica,0.793154555,0.7128596373560162,0.08029491764398378
2020-01-24,East_Antarctica,0.788906489,0.7032310928876149,0.08567539611238517
2020-01-25,East_Antarctica,0.802866128,0.6938078277231734,0.10905830027682661
2020-01-26,East_Antarctica,0.801627298,0.6845962894579785,0.11703100854202153
2020-01-27,East_Antarctica,0.771302813,0.6756021068014473,0.09570070619855275
2020-01-28,East_Antarctica,0.756510837,0.6668253650487315,0.089685471951268525
2020-01-29,East_Antarctica,0.758765695,0.6582638508804469,0.1005018441195531
2020-01-30,East_Antarctica,0.756286487,0.6499153435726444,0.10637114342735565
2020-01-31,East_Antarctica,0.729771152,0.6417776224013725,0.0879935295986275
2020-02-01,East_Antarctica,0.721862907,0.6338484666426798,0.0880144403573202
2020-02-02,East_Antarctica,0.68915228,0.6261256555726166,0.06302662442738338
2020-02-03,East_Antarctica,0.672186254,0.6186069684672305,0.05357928553276947
2020-02-04,East_Antarctica,0.667351659,0.6112901846025718,0.05606147439742826
2020-02-05,East_Antarctica,0.663574428,0.6041730832546897,0.059401344745310336
2020-02-06,East_Antarctica,0.667826554,0.5972534436996332,0.07057311030036684
