sector,term,estimate,std.error,statistic,p.value
Amundsen_Bellingshausen,ice_persist,-0.022403551051551233,0.06873635891756014,-0.3259345040144071,0.7471864965701787
East_Antarctica,ice_persist,0.03977969760895023,0.08806405327498393,0.451713226107551,0.6549552775037979
King_Haakon,ice_persist,0.004665520732190206,0.02163416030054054,0.21565527237373924,0.8308773298540673
Ross,ice_persist,-0.01764380738575118,0.07683419627105706,-0.2296348272259794,0.8200448044081035
Weddell,ice_persist,-0.013293815408064649,0.013093252742980534,-1.0153180167694875,0.3173409252304356
circumpolar,ice_persist,-0.021723947662728747,0.08373005244670442,-0.2594522161150729,0.7974109650997654
