time,Sea Ice Extent (million km²)
2015-06-18,28249146.5
2015-06-19,28424424.18
2015-06-20,28549535.57
2015-06-21,28669673.84
2015-06-22,28717461.01
2015-06-23,28798033.13
2015-06-24,28934797.43
2015-06-25,29081957.12
2015-06-26,29220736.34
2015-06-27,29367281.78
2015-06-28,29483048.11
2015-06-29,29527793.05
2015-06-30,29578549.58
2015-07-01,29569337.37
2015-07-02,29639255.4
2015-07-03,29732423.8
2015-07-04,29871882.45
2015-07-05,30013687.01
2015-07-06,30112538.21
2015-07-07,30190786.42
2015-07-08,30248174.63
2015-07-09,30301168.47
2015-07-10,30410162.44
2015-07-11,30560136.11
2015-07-12,30714224.38
2015-07-13,30696370.6
2015-07-14,30766876.4
2015-07-15,30836828.1
2015-07-16,30945290.51
2015-07-17,31029268.18
2015-07-18,31062964.21
2015-07-19,31021253.19
2015-07-20,30947661.45
2015-07-21,30972661.35
2015-07-22,30907185.14
2015-07-23,30910530.05
2015-07-24,30932347.58
2015-07-25,31002442.26
2015-07-26,31007324.8
2015-07-27,31029526.08
2015-07-28,31089235.64
2015-07-29,31064596.75
2015-07-30,31136230.56
2015-07-31,31268106.85
2015-08-01,31387309.13
2015-08-02,31496988.31
2015-08-03,31603157.4
2015-08-04,31644485.4
2015-08-05,31693707.08
2015-08-06,31604726.83
2015-08-07,31689270.82
2015-08-08,31742817.88
2015-08-09,31796831.22
2015-08-10,31864639.98
2015-08-11,31844230.93
2015-08-12,31930586.46
2015-08-13,31930026.9
2015-08-14,31986905.4
2015-08-15,32047620.39
2015-08-16,31985299.43
2015-08-17,32016185.07
2015-08-18,31888642.47
2015-08-19,31911995.81
2015-08-20,31889215.98
2015-08-21,31847736.18
2015-08-22,31851955.8
2015-08-23,31883772.82
2015-08-24,31990092.34
2015-08-25,31859838.92
2015-08-26,31845938.21
2015-08-27,31893279.13
2015-08-28,32022387.89
2015-08-29,32124794.05
2015-08-30,32136322.26
2015-08-31,32214928.25
2015-09-01,32386431.94
2015-09-02,32339132.36
2015-09-03,32301987.39
2015-09-04,32422644.35
2015-09-05,32597953.13
2015-09-06,32697432.96
2015-09-07,32670733.63
2015-09-08,32706068.48
2015-09-09,32749919.75
2015-09-10,32721640.89
2015-09-11,32782396.56
2015-09-12,32807564.32
2015-09-13,32769970.94
2015-09-14,32824074.58
2015-09-15,32818150.32
2015-09-16,32801181.05
2015-09-17,32790356.75
2015-09-18,32732586.44
2015-09-19,32722339.87
2015-09-20,32654647.75
2015-09-21,32566617.64
2015-09-22,32579028.2
2015-09-23,32573935.87
2015-09-24,32580113.63
2015-09-25,32607925.86
2015-09-26,32620193.24
2015-09-27,32663030.47
2015-09-28,32617388.49
2015-09-29,32583859.12
2015-09-30,32549162.89
2015-10-01,32469859.65
2015-10-02,32443298.15
2015-10-03,32669413.81
2015-10-04,32830719.19
2015-10-05,32996992.09
2015-10-06,33060957.92
2015-10-07,33111282.54
2015-10-08,33111703.46
2015-10-09,33178387.09
2015-10-10,33120581.99
2015-10-11,33065137.09
2015-10-12,33109093.52
2015-10-13,33117799.11
2015-10-14,33082327.05
2015-10-15,33035999.41
2015-10-16,33010834.57
2015-10-17,32908946.37
2015-10-18,32826960.59
2015-10-19,32771029.03
2015-10-20,32765700.92
2015-10-21,32762091.62
2015-10-22,32812624.69
2015-10-23,32788996.05
2015-10-24,32803909.13
2015-10-25,32736086.67
2015-10-26,32691143.8
2015-10-27,32662617.38
2015-10-28,32632768.96
2015-10-29,32540019.23
2015-10-30,32506737.0
2015-10-31,32462255.61
2015-11-01,32375820.25
2015-11-02,32236262.85
2015-11-03,32170462.15
2015-11-04,32068410.44
2015-11-05,32053200.76
2015-11-06,31997099.25
2015-11-07,31934430.66
2015-11-08,31882388.92
2015-11-09,31779189.09
2015-11-10,31688197.75
2015-11-11,31581230.69
2015-11-12,31498744.26
2015-11-13,31440028.05
2015-11-14,31369596.11
2015-11-15,31262825.74
2015-11-16,31198437.08
2015-11-17,31119039.63
2015-11-18,31093311.77
2015-11-19,31022758.15
2015-11-20,30946499.36
2015-11-21,30892289.85
2015-11-22,30754176.51
2015-11-23,30688248.23
2015-11-24,30620666.6
2015-11-25,30578025.95
2015-11-26,30406606.69
2015-11-27,30259292.9
2015-11-28,30117159.99
2015-11-29,30109752.55
2015-11-30,29976753.57
2015-12-01,29731177.62
2015-12-02,29550690.04
2015-12-03,29419070.07
2015-12-04,29240545.47
2015-12-05,29035665.22
2015-12-06,28819785.09
2015-12-07,28700705.18
2015-12-08,28528138.71
2015-12-09,28391025.68
2015-12-10,27862446.28
2015-12-11,27604230.51
2015-12-12,27584126.92
2015-12-13,27375517.99
2015-12-14,27241757.64
2015-12-15,26962958.36
2015-12-16,26775379.52
2015-12-17,26401618.49
2015-12-18,26153352.04
2015-12-19,25832561.14
2015-12-20,25385617.43
2015-12-21,25231306.68
2015-12-22,24992211.0
2015-12-23,24852330.52
2015-12-24,24603297.04
2015-12-25,24534278.82
2015-12-26,24390697.35
2015-12-27,24283845.87
2015-12-28,24090239.29
2015-12-29,23892258.96
2015-12-30,23688120.64
2015-12-31,23465408.59
2016-01-01,23412780.87
2016-01-02,23100872.29
2016-01-03,22856318.29
2016-01-04,22578742.09
2016-01-05,22289962.0
2016-01-06,22059690.23
2016-01-07,21850239.87
2016-01-08,21634804.86
2016-01-09,21396958.66
2016-01-10,21184165.93
2016-01-11,21003083.69
2016-01-12,20971983.01
2016-01-13,20705885.0
2016-01-14,20541365.52
2016-01-15,20333913.65
2016-01-16,20176314.02
2016-01-17,19941043.23
2016-01-18,19779897.24
2016-01-19,19629567.92
2016-01-20,19527512.17
2016-01-21,19251879.34
2016-01-22,19060325.21
2016-01-23,19010653.1
2016-01-24,18807441.29
2016-01-25,18720443.04
2016-01-26,18578686.41
2016-01-27,18498934.13
2016-01-28,18478341.49
2016-01-29,18343995.93
2016-01-30,18318152.72
2016-01-31,18265431.19
2016-02-01,18232802.81
2016-02-02,18136175.12
2016-02-03,18080516.68
2016-02-04,17994225.36
2016-02-05,17912992.93
2016-02-06,17770318.27
2016-02-07,17763072.25
2016-02-08,17772006.44
2016-02-09,17697362.14
2016-02-10,17598529.95
2016-02-11,17532825.96
2016-02-12,17515007.91
2016-02-13,17493317.23
2016-02-14,17445925.23
2016-02-15,17375236.54
2016-02-16,17350386.29
2016-02-17,17365920.47
2016-02-18,17325770.52
2016-02-19,17265395.4
2016-02-20,17234617.2
2016-02-21,17249676.51
2016-02-22,17177046.23
2016-02-23,17170808.63
2016-02-24,17127067.88
2016-02-25,17190489.36
2016-02-26,17161020.07
2016-02-27,17312354.59
2016-02-28,17331221.65
2016-02-29,17277649.39
2016-03-01,17388605.67
2016-03-02,17259793.32
2016-03-03,17287768.95
2016-03-04,17299795.88
2016-03-05,17274396.05
2016-03-06,17242610.05
2016-03-07,17263569.08
2016-03-08,17303716.39
2016-03-09,17345123.0
2016-03-10,17401579.78
2016-03-11,17455733.92
2016-03-12,17531202.7
2016-03-13,17570134.14
2016-03-14,17626850.06
2016-03-15,17654943.65
2016-03-16,17720055.48
2016-03-17,17777846.69
2016-03-18,17896317.96
2016-03-19,18013034.34
2016-03-20,18073440.53
2016-03-21,18143826.5
2016-03-22,18285850.32
2016-03-23,18404265.89
2016-03-24,18545750.63
2016-03-25,18675343.32
2016-03-26,18794765.67
2016-03-27,18789456.41
2016-03-28,18894051.56
2016-03-29,19032391.9
2016-03-30,19165391.09
2016-03-31,19344659.96
2016-04-01,19458364.14
2016-04-02,19551064.51
2016-04-03,19672389.26
2016-04-04,19750247.7
2016-04-05,19815595.7
2016-04-06,19876424.61
2016-04-07,20062690.31
2016-04-08,20118063.32
2016-04-09,20239578.52
2016-04-10,20287583.37
2016-04-11,20371913.78
2016-04-12,20475117.99
2016-04-13,20556931.37
2016-04-14,20602610.86
2016-04-15,20704954.04
2016-04-16,20787615.29
2016-04-17,20820663.73
2016-04-18,20917132.6
2016-04-19,21123915.19
2016-04-20,21229788.21
2016-04-21,21340968.43
2016-04-22,24364652.21
2016-04-23,21571581.18
2016-04-24,21705644.08
2016-04-25,21795040.0
2016-04-26,21837531.17
2016-04-27,21963345.7
2016-04-28,22033727.89
2016-04-29,22246092.21
2016-04-30,22285957.19
2016-05-01,22476350.28
2016-05-02,22504240.79
2016-05-03,22649710.59
2016-05-04,22680121.25
2016-05-05,22708206.7
2016-05-06,22813749.45
2016-05-07,22866368.82
2016-05-08,22975216.77
2016-05-09,23058234.2
2016-05-10,23199144.77
2016-05-11,23265678.16
2016-05-12,23363301.55
2016-05-13,23482015.58
2016-05-14,23537246.99
2016-05-15,23644620.5
2016-05-16,23702138.29
2016-05-17,23758386.54
2016-05-18,23835361.6
2016-05-19,23951240.34
2016-05-20,24074073.61
2016-05-21,24204365.17
2016-05-22,24342146.13
2016-05-23,24462386.44
2016-05-24,24499712.97
2016-05-25,24553113.04
2016-05-26,24757806.57
2016-05-27,24860761.71
2016-05-28,24997614.09
2016-05-29,25017512.27
2016-05-30,25055883.19
2016-05-31,25164196.94
2016-06-01,25124257.92
2016-06-02,25223805.12
2016-06-03,25318819.22
2016-06-04,25306059.97
2016-06-05,25309939.27
2016-06-06,25386424.33
2016-06-07,25541442.0
2016-06-08,25704872.54
2016-06-09,25887247.8
2016-06-10,26008201.47
2016-06-11,26146784.77
2016-06-12,26411968.61
2016-06-13,26513053.6
2016-06-14,26669993.93
2016-06-15,26764920.73
2016-06-16,26880495.76
2016-06-17,27007269.32
2016-06-18,27155051.93
2016-06-19,27303380.88
2016-06-20,27484166.36
2016-06-21,27567342.27
2016-06-22,27651646.07
2016-06-23,27763821.8
2016-06-24,27808618.49
2016-06-25,27954081.97
2016-06-26,28105224.39
2016-06-27,28200863.66
2016-06-28,28275867.61
2016-06-29,28404906.88
2016-06-30,28416033.7
2016-07-01,28495100.32
2016-07-02,28587321.0
2016-07-03,28669344.17
2016-07-04,28808026.32
2016-07-05,28870702.3
2016-07-06,28973336.81
2016-07-07,29135314.52
2016-07-08,29235980.89
2016-07-09,29199975.89
2016-07-10,29279863.77
2016-07-11,29386496.05
2016-07-12,29535944.75
2016-07-13,29786858.96
2016-07-14,29862665.01
2016-07-15,29902234.15
2016-07-16,29969367.0
2016-07-17,30040004.53
2016-07-18,30147668.53
2016-07-19,30245641.06
2016-07-20,30307826.35
2016-07-21,30313345.56
2016-07-22,30411914.54
2016-07-23,30460619.72
2016-07-24,30540228.25
2016-07-25,30582561.32
2016-07-26,30563995.89
2016-07-27,30607307.94
2016-07-28,30667778.67
2016-07-29,30813445.56
2016-07-30,30895834.18
2016-07-31,30958975.97
2016-08-01,31016806.84
2016-08-02,31023194.82
2016-08-03,31062700.42
2016-08-04,31097557.17
2016-08-05,31237208.57
2016-08-06,31267279.44
2016-08-07,31268359.74
2016-08-08,31323531.22
2016-08-09,31338905.59
2016-08-10,31349614.38
2016-08-11,31371177.7
2016-08-12,31381122.45
2016-08-13,31484925.27
2016-08-14,31598849.7
2016-08-15,31800446.9
2016-08-16,31854435.27
2016-08-17,31894960.63
2016-08-18,32003034.91
2016-08-19,32063050.32
2016-08-20,32167487.96
2016-08-21,32231702.28
2016-08-22,32294725.26
2016-08-23,32403427.12
2016-08-24,32413982.18
2016-08-25,32513848.85
2016-08-26,32503939.66
2016-08-27,32575666.99
2016-08-28,32658204.19
2016-08-29,32634464.61
2016-08-30,32517720.49
2016-08-31,32619235.53
2016-09-01,32771276.15
2016-09-02,32855108.1
2016-09-03,32887905.33
2016-09-04,32955459.43
2016-09-05,32929104.42
2016-09-06,32804396.13
2016-09-07,32781994.73
2016-09-08,32660936.49
2016-09-09,32599198.04
2016-09-10,32650003.96
2016-09-11,32685509.14
2016-09-12,32815824.96
2016-09-13,32748825.21
2016-09-14,32779438.71
2016-09-15,32763027.06
2016-09-16,32684380.44
2016-09-17,32601841.89
2016-09-18,32465686.13
2016-09-19,32326383.65
2016-09-20,32216592.89
2016-09-21,32211520.2
2016-09-22,32214673.2
2016-09-23,32235383.95
2016-09-24,32332174.91
2016-09-25,32362168.91
2016-09-26,32290310.15
2016-09-27,32277805.11
2016-09-28,32325676.25
2016-09-29,32367080.21
2016-09-30,32324618.63
2016-10-01,32302816.84
2016-10-02,32309143.69
2016-10-03,32327196.97
2016-10-04,32358574.07
2016-10-05,32343086.14
2016-10-06,32355923.7
2016-10-07,32371543.14
2016-10-08,32369703.01
2016-10-09,32323517.9
2016-10-10,32367793.98
2016-10-11,32414660.73
2016-10-12,32380540.4
2016-10-13,32292310.09
2016-10-14,32227426.26
2016-10-15,32219704.91
2016-10-16,32262835.31
2016-10-17,32221750.19
2016-10-18,32191592.23
2016-10-19,32125831.95
2016-10-20,32133313.09
2016-10-21,32086625.31
2016-10-22,32051407.5
2016-10-23,31918167.57
2016-10-24,31811200.38
2016-10-25,31759885.54
2016-10-26,31672860.91
2016-10-27,31621392.29
2016-10-28,31585421.49
2016-10-29,31507406.86
2016-10-30,31401249.19
2016-10-31,31246492.59
2016-11-01,31196552.61
2016-11-02,31156599.25
2016-11-03,31117264.12
2016-11-04,31021906.98
2016-11-05,30963569.48
2016-11-06,30833008.42
2016-11-07,30833053.55
2016-11-08,30795493.15
2016-11-09,30780763.96
2016-11-10,30767305.99
2016-11-11,30538922.17
2016-11-12,30471376.02
2016-11-13,30295318.56
2016-11-14,30168141.26
2016-11-15,30036470.9
2016-11-16,29807763.28
2016-11-17,29625538.14
2016-11-18,29467481.92
2016-11-19,29139268.12
2016-11-20,28926292.27
2016-11-21,28732337.61
2016-11-22,28492179.22
2016-11-23,28292080.49
2016-11-24,28178837.68
2016-11-25,28120393.96
2016-11-26,27887534.5
2016-11-27,27698182.93
2016-11-28,27566502.11
2016-11-29,27445855.01
2016-11-30,27326462.58
2016-12-01,27173298.23
2016-12-02,27084274.22
2016-12-03,26894179.16
2016-12-04,26721995.02
2016-12-05,26585583.27
2016-12-06,26300770.98
2016-12-07,26181705.91
2016-12-08,25984704.63
2016-12-09,25806639.03
2016-12-10,25480549.6
2016-12-11,25309439.97
2016-12-12,25141530.71
2016-12-13,25033116.52
2016-12-14,24776652.77
2016-12-15,24455481.16
2016-12-16,24334864.4
2016-12-17,23882702.23
2016-12-18,23630391.08
2016-12-19,23212638.37
2016-12-20,22967121.85
2016-12-21,22740596.53
2016-12-22,22535958.73
2016-12-23,22378963.73
2016-12-24,22194235.36
2016-12-25,22014291.21
2016-12-26,21814100.27
2016-12-27,21683238.9
2016-12-28,21559925.37
2016-12-29,21518950.02
2016-12-30,21134003.53
2016-12-31,20910997.73
2017-01-01,20747900.59
2017-01-02,20654327.28
2017-01-03,20543072.68
2017-01-04,20450750.59
2017-01-05,20336955.65
2017-01-06,20219260.45
2017-01-07,20087569.89
2017-01-08,19910886.4
2017-01-09,19802648.75
2017-01-10,19692241.36
2017-01-11,19587487.98
2017-01-12,19520185.87
2017-01-13,19447136.47
2017-01-14,19391871.31
2017-01-15,19297415.07
2017-01-16,19173231.7
2017-01-17,18985329.24
2017-01-18,18808658.77
2017-01-19,18598705.86
2017-01-20,18469803.66
2017-01-21,18265148.13
2017-01-22,18120724.73
2017-01-23,18000854.46
2017-01-24,17899542.63
2017-01-25,17831175.39
2017-01-26,17714788.34
2017-01-27,17678541.33
2017-01-28,17623774.81
2017-01-29,17424076.88
2017-01-30,17397367.78
2017-01-31,17300274.96
2017-02-01,17237201.5
2017-02-02,17195027.83
2017-02-03,17122522.47
2017-02-04,16986704.02
2017-02-05,16924651.95
2017-02-06,16921062.56
2017-02-07,16947360.12
2017-02-08,16854467.2
2017-02-09,16806795.19
2017-02-10,16802258.51
2017-02-11,16793344.36
2017-02-12,16790450.09
2017-02-13,16765495.86
2017-02-14,16788557.21
2017-02-15,16731231.85
2017-02-16,16673381.15
2017-02-17,16606013.5
2017-02-18,16634889.3
2017-02-19,16640137.6
2017-02-20,16615057.11
2017-02-21,16648742.66
2017-02-22,16644405.9
2017-02-23,16663011.51
2017-02-24,16653613.48
2017-02-25,16601813.74
2017-02-26,16605346.62
2017-02-27,16612648.26
2017-02-28,16619837.44
2017-03-01,16592942.43
2017-03-02,16571436.72
2017-03-03,16566101.59
2017-03-04,16562721.7
2017-03-05,16560583.92
2017-03-06,16553066.69
2017-03-07,16556984.99
2017-03-08,16550585.51
2017-03-09,16568046.78
2017-03-10,16551430.44
2017-03-11,16572984.16
2017-03-12,16560881.66
2017-03-13,16592119.75
2017-03-14,16627500.65
2017-03-15,16700172.82
2017-03-16,16746723.43
2017-03-17,16813272.53
2017-03-18,16863544.37
2017-03-19,16992434.76
2017-03-20,17026945.57
2017-03-21,17027089.98
2017-03-22,17090379.95
2017-03-23,17147645.13
2017-03-24,17205770.98
2017-03-25,17248064.3
2017-03-26,17321824.8
2017-03-27,17366768.58
2017-03-28,17396731.91
2017-03-29,17400378.43
2017-03-30,17448505.8
2017-03-31,17546383.33
2017-04-01,17564509.3
2017-04-02,17607464.39
2017-04-03,17710601.49
2017-04-04,17772802.78
2017-04-05,17824416.33
2017-04-06,17925699.06
2017-04-07,18033375.21
2017-04-08,18116800.85
2017-04-09,18177319.98
2017-04-10,18384893.46
2017-04-11,18545948.18
2017-04-12,18629761.78
2017-04-13,18715413.31
2017-04-14,18792344.22
2017-04-15,18910478.0
2017-04-16,19025735.27
2017-04-17,19130514.31
2017-04-18,19211751.22
2017-04-19,19324188.92
2017-04-20,19456579.68
2017-04-21,19555587.07
2017-04-22,19701550.89
2017-04-23,19776354.8
2017-04-24,19877572.74
2017-04-25,19961253.6
2017-04-26,20119841.63
2017-04-27,20273582.55
2017-04-28,20445902.47
2017-04-29,20539779.56
2017-04-30,20644698.65
2017-05-01,20778911.71
2017-05-02,20866351.72
2017-05-03,21021183.74
2017-05-04,21141413.4
2017-05-05,21197529.02
2017-05-06,21311368.92
2017-05-07,21408182.41
2017-05-08,21519369.04
2017-05-09,21675956.7
2017-05-10,21786406.26
2017-05-11,21845412.57
2017-05-12,21968242.61
2017-05-13,22082628.78
2017-05-14,22225589.83
2017-05-15,22338763.52
2017-05-16,22442193.91
2017-05-17,22604547.33
2017-05-18,22737909.73
2017-05-19,22860976.91
2017-05-20,22994537.67
2017-05-21,23178425.07
2017-05-22,23309475.02
2017-05-23,23415338.01
2017-05-24,23540007.61
2017-05-25,23698542.2
2017-05-26,23803650.65
2017-05-27,23880301.89
2017-05-28,23875472.11
2017-05-29,23948516.63
2017-05-30,24078655.09
2017-05-31,24177997.36
2017-06-01,24238842.83
2017-06-02,24339136.37
2017-06-03,24435791.76
2017-06-04,24599737.8
2017-06-05,24663339.77
2017-06-06,24854841.61
2017-06-07,24978764.28
2017-06-08,25071737.78
2017-06-09,25180934.86
2017-06-10,25398358.14
2017-06-11,25575237.26
2017-06-12,25763099.67
2017-06-13,25881417.32
2017-06-14,26009715.3
2017-06-15,26145746.71
2017-06-16,26275664.59
2017-06-17,26363540.45
2017-06-18,26387063.99
2017-06-19,26403885.58
2017-06-20,26480663.43
2017-06-21,26654569.07
2017-06-22,26857359.21
2017-06-23,26915693.61
2017-06-24,27016797.8
2017-06-25,27053991.67
2017-06-26,27122460.19
2017-06-27,27201147.48
2017-06-28,27282505.26
2017-06-29,27349180.22
2017-06-30,27549890.85
2017-07-01,27634823.17
2017-07-02,27651498.23
2017-07-03,27665224.88
2017-07-04,27773177.18
2017-07-05,27864850.35
2017-07-06,27981561.41
2017-07-07,28030891.64
2017-07-08,28156415.91
2017-07-09,28437441.59
2017-07-10,28439632.9
2017-07-11,28468935.18
2017-07-12,28611008.03
2017-07-13,28723295.57
2017-07-14,28840779.89
2017-07-15,28876771.4
2017-07-16,28916925.27
2017-07-17,29003573.53
2017-07-18,29077760.13
2017-07-19,29175441.88
2017-07-20,29246039.99
2017-07-21,29321668.62
2017-07-22,29384604.46
2017-07-23,29381254.17
2017-07-24,29472590.53
2017-07-25,29711079.12
2017-07-26,29862998.47
2017-07-27,30024249.46
2017-07-28,30123158.22
2017-07-29,30201764.3
2017-07-30,30258588.05
2017-07-31,30320939.14
2017-08-01,30425576.75
2017-08-02,30595328.44
2017-08-03,30691976.69
2017-08-04,30816971.61
2017-08-05,30970261.77
2017-08-06,30908518.46
2017-08-07,30828638.47
2017-08-08,30771889.07
2017-08-09,30665946.64
2017-08-10,30687605.59
2017-08-11,30724081.59
2017-08-12,30905228.23
2017-08-13,31038625.29
2017-08-14,31079737.2
2017-08-15,31055378.12
2017-08-16,31156325.22
2017-08-17,31249878.12
2017-08-18,31272702.57
2017-08-19,31260140.71
2017-08-20,31285713.47
2017-08-21,31409172.64
2017-08-22,31452023.05
2017-08-23,31474717.52
2017-08-24,31555262.59
2017-08-25,31537595.4
2017-08-26,31579173.11
2017-08-27,31705906.53
2017-08-28,31823716.6
2017-08-29,31956251.85
2017-08-30,32013406.96
2017-08-31,31999922.32
2017-09-01,32074593.89
2017-09-02,32014403.38
2017-09-03,31924756.01
2017-09-04,31890806.96
2017-09-05,31915306.22
2017-09-06,31967071.43
2017-09-07,31940256.66
2017-09-08,31905741.41
2017-09-09,31879731.41
2017-09-10,31913020.8
2017-09-11,32112866.16
2017-09-12,32208875.06
2017-09-13,32175972.5
2017-09-14,32174073.25
2017-09-15,32274287.95
2017-09-16,32351671.08
2017-09-17,32382178.47
2017-09-18,32421836.08
2017-09-19,32518064.64
2017-09-20,32387018.35
2017-09-21,32319952.23
2017-09-22,32301329.9
2017-09-23,32300560.32
2017-09-24,32229019.57
2017-09-25,32199136.47
2017-09-26,32167375.49
2017-09-27,32136857.88
2017-09-28,32122879.7
2017-09-29,32134466.43
2017-09-30,32061923.76
2017-10-01,31980227.38
2017-10-02,32036185.56
2017-10-03,32064994.74
2017-10-04,31978278.12
2017-10-05,34549006.87
2017-10-06,32142875.71
2017-10-07,32126559.6
2017-10-08,32109967.91
2017-10-09,32144617.77
2017-10-10,32273393.24
2017-10-11,32385524.68
2017-10-12,32336456.26
2017-10-13,32388141.28
2017-10-14,32356793.73
2017-10-15,32364962.42
2017-10-16,32397934.25
2017-10-17,32361150.56
2017-10-18,32314200.33
2017-10-19,32253011.71
2017-10-20,32236456.77
2017-10-21,32175413.15
2017-10-22,32119678.52
2017-10-23,32054200.25
2017-10-24,31982875.83
2017-10-25,32027835.02
2017-10-26,31984261.58
2017-10-27,31919004.97
2017-10-28,31879198.11
2017-10-29,31874820.31
2017-10-30,31865595.61
2017-10-31,31844794.03
2017-11-01,31885450.84
2017-11-02,31841013.63
2017-11-03,31767198.07
2017-11-04,31722363.08
2017-11-05,31605521.51
2017-11-06,31517281.25
2017-11-07,31497894.08
2017-11-08,31442468.82
2017-11-09,31349327.75
2017-11-10,31289006.25
2017-11-11,31145929.29
2017-11-12,31105366.47
2017-11-13,31016874.4
2017-11-14,30808248.45
2017-11-15,30648331.79
2017-11-16,30475362.0
2017-11-17,30360552.57
2017-11-18,30168053.82
2017-11-19,30034220.01
2017-11-20,29813085.79
2017-11-21,29672842.61
2017-11-22,29553213.87
2017-11-23,29413435.41
2017-11-24,29231072.67
2017-11-25,29018338.77
2017-11-26,28839875.44
2017-11-27,28718014.03
2017-11-28,28549507.4
2017-11-29,28333732.14
2017-11-30,28157577.25
2017-12-01,28035371.18
2017-12-02,34586458.27
2017-12-03,27758767.08
2017-12-04,27639427.31
2017-12-05,27532926.84
2017-12-06,27310849.67
2017-12-07,27210132.73
2017-12-08,26997154.47
2017-12-09,26796959.45
2017-12-10,26671835.03
2017-12-11,26509894.86
2017-12-12,26366777.13
2017-12-13,26166294.87
2017-12-14,25966643.91
2017-12-15,25739644.51
2017-12-16,25541542.92
2017-12-17,25257752.98
2017-12-18,25053390.14
2017-12-19,24854288.23
2017-12-20,24596881.1
2017-12-21,24369265.5
2017-12-22,24032177.55
2017-12-23,23818586.9
2017-12-24,23562629.32
2017-12-25,23343726.2
2017-12-26,23176424.61
2017-12-27,23010574.29
2017-12-28,22765149.95
2017-12-29,22495926.16
2017-12-30,22284120.87
2017-12-31,22100695.35
2018-01-01,21960780.37
2018-01-02,21866524.6
2018-01-03,21602181.99
2018-01-04,21506024.7
2018-01-05,21277307.1
2018-01-06,21155984.77
2018-01-07,21049993.16
2018-01-08,20873822.2
2018-01-09,20767642.57
2018-01-10,20625758.45
2018-01-11,20445684.44
2018-01-12,20265129.2
2018-01-13,20155616.34
2018-01-14,19981639.2
2018-01-15,19781642.44
2018-01-16,19619078.22
2018-01-17,19385065.21
2018-01-18,19208948.34
2018-01-19,19054124.14
2018-01-20,18916983.72
2018-01-21,18737957.44
2018-01-22,18596713.08
2018-01-23,18561329.24
2018-01-24,18508198.02
2018-01-25,18391617.84
2018-01-26,18309105.69
2018-01-27,18164209.2
2018-01-28,18054991.02
2018-01-29,17977361.32
2018-01-30,17874622.39
2018-01-31,17729448.99
2018-02-01,17653339.92
2018-02-02,17647648.72
2018-02-03,17601425.09
2018-02-04,17508362.24
2018-02-05,17389126.57
2018-02-06,17332321.31
2018-02-07,17293238.21
2018-02-08,17227098.56
2018-02-09,17177191.63
2018-02-10,17088922.02
2018-02-11,17028285.93
2018-02-12,17000696.63
2018-02-13,16960340.56
2018-02-14,16892575.4
2018-02-15,16887359.1
2018-02-16,16873885.51
2018-02-17,16920161.26
2018-02-18,16890390.66
2018-02-19,16838369.49
2018-02-20,16769207.99
2018-02-21,16761680.82
2018-02-22,16772577.66
2018-02-23,16751029.52
2018-02-24,16754099.72
2018-02-25,16719388.58
2018-02-26,16720191.86
2018-02-27,16733346.54
2018-02-28,16700077.72
2018-03-01,16692559.39
2018-03-02,16759319.19
2018-03-03,16765371.8
2018-03-04,16743500.11
2018-03-05,16769257.64
2018-03-06,16840061.32
2018-03-07,16884077.6
2018-03-08,16907534.32
2018-03-09,16945160.58
2018-03-10,16951180.07
2018-03-11,17022367.39
2018-03-12,17098124.32
2018-03-13,17145520.83
2018-03-14,17189921.93
2018-03-15,17282956.72
2018-03-16,17357118.33
2018-03-17,17538239.74
2018-03-18,17571152.41
2018-03-19,17727017.02
2018-03-20,17793100.8
2018-03-21,17791467.44
2018-03-22,17862447.17
2018-03-23,17951630.72
2018-03-24,18038025.45
2018-03-25,18120737.76
2018-03-26,18204659.07
2018-03-27,18273893.49
2018-03-28,18385248.09
2018-03-29,18500508.09
2018-03-30,18663907.89
2018-03-31,18746847.87
2018-04-01,18810496.15
2018-04-02,18993057.19
2018-04-03,19008650.29
2018-04-04,19079865.61
2018-04-05,19110207.88
2018-04-06,19201405.75
2018-04-07,19212630.82
2018-04-08,19292327.83
2018-04-09,19361479.71
2018-04-10,19381722.53
2018-04-11,19384980.53
2018-04-12,19434681.16
2018-04-13,19571848.37
2018-04-14,19653705.08
2018-04-15,19752909.61
2018-04-16,19907805.82
2018-04-17,19947914.36
2018-04-18,19977255.71
2018-04-19,19989298.75
2018-04-20,20033568.59
2018-04-21,20145894.74
2018-04-22,20241232.33
2018-04-23,20385106.52
2018-04-24,20461670.34
2018-04-25,20484860.62
2018-04-26,20514345.73
2018-04-27,20561147.25
2018-04-28,20657418.23
2018-04-29,20759705.55
2018-04-30,20875689.19
2018-05-01,20933305.79
2018-05-02,20961627.23
2018-05-03,21010374.58
2018-05-04,21168659.4
2018-05-05,21263712.68
2018-05-06,21380602.88
2018-05-07,21503689.41
2018-05-08,21645428.72
2018-05-09,21729268.77
2018-05-10,21849649.84
2018-05-11,22041170.73
2018-05-12,22314479.09
2018-05-13,22407776.29
2018-05-14,22539100.88
2018-05-15,22591087.38
2018-05-16,22652792.31
2018-05-17,22809618.6
2018-05-18,22938137.76
2018-05-19,23169670.59
2018-05-20,23352522.53
2018-05-21,23424742.01
2018-05-22,23546474.79
2018-05-23,23674482.31
2018-05-24,23745934.98
2018-05-25,23916941.97
2018-05-26,24075136.49
2018-05-27,24214615.61
