time,Sea Ice Extent (million km²)
2018-05-28,24447295.05
2018-05-29,24519857.99
2018-05-30,24491863.23
2018-05-31,24524263.87
2018-06-01,24598566.54
2018-06-02,24719729.15
2018-06-03,24889050.06
2018-06-04,25043323.39
2018-06-05,25085543.04
2018-06-06,25188929.93
2018-06-07,25340232.04
2018-06-08,25470532.55
2018-06-09,25551935.33
2018-06-10,25682562.07
2018-06-11,25826025.55
2018-06-12,25853741.71
2018-06-13,25964021.05
2018-06-14,26178107.43
2018-06-15,26301116.18
2018-06-16,26394507.7
2018-06-17,26577014.22
2018-06-18,26784059.78
2018-06-19,26936499.89
2018-06-20,26991290.24
2018-06-21,27141697.8
2018-06-22,27269227.89
2018-06-23,27321926.46
2018-06-24,27302002.07
2018-06-25,27376561.27
2018-06-26,27560553.83
2018-06-27,27705740.73
2018-06-28,27799453.4
2018-06-29,27928553.42
2018-06-30,28039020.08
2018-07-01,28091542.23
2018-07-02,28246921.85
2018-07-03,28355924.93
2018-07-04,28434651.22
2018-07-05,28554958.56
2018-07-06,28667684.23
2018-07-07,28766562.14
2018-07-08,28910002.27
2018-07-09,28953386.06
2018-07-10,29028931.42
2018-07-11,29157245.43
2018-07-12,29242901.45
2018-07-13,29273724.21
2018-07-14,29326039.69
2018-07-15,29443091.13
2018-07-16,29593271.37
2018-07-17,29623857.81
2018-07-18,29662572.6
2018-07-19,29786043.36
2018-07-20,29850789.74
2018-07-21,29864711.92
2018-07-22,29914522.5
2018-07-23,29924133.52
2018-07-24,30039301.82
2018-07-25,30072458.67
2018-07-26,30138579.2
2018-07-27,30253630.53
2018-07-28,30296282.12
2018-07-29,30461189.86
2018-07-30,30507691.65
2018-07-31,30526678.78
2018-08-01,30580850.91
2018-08-02,30631072.38
2018-08-03,30730858.95
2018-08-04,30776289.65
2018-08-05,30876629.3
2018-08-06,31010594.01
2018-08-07,31089111.76
2018-08-08,31154377.18
2018-08-09,31290502.79
2018-08-10,31324382.6
2018-08-11,31239314.99
2018-08-12,31208311.76
2018-08-13,31277862.43
2018-08-14,31401534.18
2018-08-15,31442233.36
2018-08-16,31379871.77
2018-08-17,31327723.15
2018-08-18,31363115.37
2018-08-19,31394731.73
2018-08-20,31505230.12
2018-08-21,31596117.84
2018-08-22,31618538.23
2018-08-23,31715231.25
2018-08-24,31813693.43
2018-08-25,31934086.27
2018-08-26,31851640.11
2018-08-27,31850775.84
2018-08-28,31877775.08
2018-08-29,31942152.82
2018-08-30,32058994.94
2018-08-31,32047833.47
2018-09-01,32185382.59
2018-09-02,32219913.96
2018-09-03,32124358.39
2018-09-04,32069550.51
2018-09-05,32103224.39
2018-09-06,32149676.24
2018-09-07,32060595.74
2018-09-08,32069324.53
2018-09-09,32139975.93
2018-09-10,32152503.85
2018-09-11,32111556.01
2018-09-12,32114071.23
2018-09-13,32020799.37
2018-09-14,32062080.54
2018-09-15,32032755.74
2018-09-16,32067994.88
2018-09-17,31954917.25
2018-09-18,31959355.54
2018-09-19,31919168.17
2018-09-20,31947650.19
2018-09-21,31925669.98
2018-09-22,32090933.46
2018-09-23,32138158.54
2018-09-24,32207588.57
2018-09-25,32252159.87
2018-09-26,32375674.14
2018-09-27,32456698.52
2018-09-28,32487341.26
2018-09-29,32454142.67
2018-09-30,32444463.86
2018-10-01,32382153.6
2018-10-02,32366666.83
2018-10-03,32418203.7
2018-10-04,32441958.58
2018-10-05,32424156.75
2018-10-06,32513583.61
2018-10-07,32529330.75
2018-10-08,32506971.48
2018-10-09,32420474.87
2018-10-10,32381859.98
2018-10-11,32362641.81
2018-10-12,32371698.7
2018-10-13,32348250.11
2018-10-14,32343703.65
2018-10-15,32296216.18
2018-10-16,32274508.17
2018-10-17,32284099.64
2018-10-18,32317777.52
2018-10-19,32312838.59
2018-10-20,32289179.99
2018-10-21,32249318.21
2018-10-22,32225914.87
2018-10-23,32189300.7
2018-10-24,32160897.76
2018-10-25,32094132.08
2018-10-26,32043480.33
2018-10-27,31897852.68
2018-10-28,31768162.12
2018-10-29,31691527.88
2018-10-30,31610169.06
2018-10-31,31567955.05
2018-11-01,31523778.43
2018-11-02,31438384.79
2018-11-03,31428378.48
2018-11-04,31384884.4
2018-11-05,31305289.5
2018-11-06,31267260.35
2018-11-07,31132920.96
2018-11-08,31102752.84
2018-11-09,31008114.13
2018-11-10,30914711.46
2018-11-11,30829852.67
2018-11-12,30670197.73
2018-11-13,30479351.62
2018-11-14,30423292.06
2018-11-15,30381155.84
2018-11-16,30343650.48
2018-11-17,30224917.66
2018-11-18,30073162.74
2018-11-19,29930181.74
2018-11-20,29801795.73
2018-11-21,29670391.88
2018-11-22,29494902.3
2018-11-23,29420686.2
2018-11-24,29253690.64
2018-11-25,29209933.0
2018-11-26,29019984.85
2018-11-27,28943587.49
2018-11-28,28729678.46
2018-11-29,28597347.95
2018-11-30,28483235.25
2018-12-01,28429269.19
2018-12-02,28243468.46
2018-12-03,28122782.58
2018-12-04,28050435.76
2018-12-05,27813384.23
2018-12-06,27673912.08
2018-12-07,27496182.7
2018-12-08,27368408.62
2018-12-09,27210831.22
2018-12-10,27088932.09
2018-12-11,26949673.24
2018-12-12,26666008.39
2018-12-13,26473804.98
2018-12-14,26305600.04
2018-12-15,26147307.92
2018-12-16,25725702.16
2018-12-17,25499307.75
2018-12-18,25197572.38
2018-12-19,24987019.49
2018-12-20,24673268.49
2018-12-21,24356339.03
2018-12-22,24118287.21
2018-12-23,25194039.32
2018-12-24,23603147.52
2018-12-25,23222909.8
2018-12-26,22941657.19
2018-12-27,22737144.61
2018-12-28,22333553.02
2018-12-29,22044905.41
2018-12-30,21643741.28
2018-12-31,21353661.44
2019-01-01,21044336.12
2019-01-02,20810590.19
2019-01-03,20608219.3
2019-01-04,20453108.75
2019-01-05,20380508.12
2019-01-06,20233523.31
2019-01-07,20028981.03
2019-01-08,19781489.6
2019-01-09,19638210.27
2019-01-10,19490458.72
2019-01-11,19522671.07
2019-01-12,19284539.72
2019-01-13,19156417.04
2019-01-14,19020357.94
2019-01-15,18834047.86
2019-01-16,18733970.12
2019-01-17,18635793.08
2019-01-18,18541417.07
2019-01-19,18547594.22
2019-01-20,18339287.19
2019-01-21,18250590.64
2019-01-22,18168209.54
2019-01-23,18145748.49
2019-01-24,18097317.14
2019-01-25,18006304.61
2019-01-26,17920548.3
2019-01-27,17876904.53
2019-01-28,17799092.57
2019-01-29,17702140.0
2019-01-30,17658835.33
2019-01-31,17648847.83
2019-02-01,17611853.95
2019-02-02,17543742.23
2019-02-03,17490031.46
2019-02-04,17430806.08
2019-02-05,17452091.08
2019-02-06,17380756.38
2019-02-07,17360088.41
2019-02-08,17331822.85
2019-02-09,17356960.86
2019-02-10,17270658.55
2019-02-11,17246075.45
2019-02-12,17231893.37
2019-02-13,17245984.88
2019-02-14,17251967.57
2019-02-15,17215819.86
2019-02-16,17191358.14
2019-02-17,17201076.17
2019-02-18,17134272.17
2019-02-19,17034447.62
2019-02-20,17034140.65
2019-02-21,16999226.73
2019-02-22,16968558.27
2019-02-23,16971618.41
2019-02-24,16995713.31
2019-02-25,16954384.4
2019-02-26,16906989.64
2019-02-27,16890250.75
2019-02-28,16849693.86
2019-03-01,16847412.57
2019-03-02,16863136.56
2019-03-03,16821848.17
2019-03-04,16853376.96
2019-03-05,16881542.65
2019-03-06,16902464.33
2019-03-07,16869561.93
2019-03-08,16909607.67
2019-03-09,16946836.32
2019-03-10,16938584.18
2019-03-11,16959130.09
2019-03-12,16987585.88
2019-03-13,17027044.16
2019-03-14,17051970.68
2019-03-15,17060257.2
2019-03-16,17118771.1
2019-03-17,17159797.99
2019-03-18,17221578.43
2019-03-19,17254729.97
2019-03-20,17321135.12
2019-03-21,17346918.4
2019-03-22,17344208.93
2019-03-23,17385663.71
2019-03-24,17456911.39
2019-03-25,17527712.87
2019-03-26,17578353.58
2019-03-27,17683941.38
2019-03-28,17757623.08
2019-03-29,17934443.35
2019-03-30,17914118.14
2019-03-31,17957267.64
2019-04-01,18038779.15
2019-04-02,18230926.22
2019-04-03,18197567.04
2019-04-04,18260927.89
2019-04-05,18343570.71
2019-04-06,18408309.13
2019-04-07,18510594.44
2019-04-08,18561892.87
2019-04-09,18693316.6
2019-04-10,18768180.23
2019-04-11,18851474.43
2019-04-12,19005567.15
2019-04-13,19196655.95
2019-04-14,19181435.29
2019-04-15,19258332.64
2019-04-16,19336674.29
2019-04-17,19448037.71
2019-04-18,19540632.7
2019-04-19,19682920.72
2019-04-20,19769881.46
2019-04-21,19869681.49
2019-04-22,19955958.83
2019-04-23,20102188.84
2019-04-24,20208909.93
2019-04-25,20233805.27
2019-04-26,20310408.32
2019-04-27,20372450.52
2019-04-28,20389895.34
2019-04-29,20528694.7
2019-04-30,20638971.67
2019-05-01,20754017.63
2019-05-02,20847077.23
2019-05-03,20905495.67
2019-05-04,20989301.14
2019-05-05,21057100.71
2019-05-06,21171066.1
2019-05-07,21271856.32
2019-05-08,21395901.36
2019-05-09,21468573.82
2019-05-10,21644933.92
2019-05-11,21864674.45
2019-05-12,21894559.27
2019-05-13,21930167.96
2019-05-14,22090325.24
2019-05-15,22178749.91
2019-05-16,22297103.63
2019-05-17,22418666.46
2019-05-18,22568877.93
2019-05-19,22670773.56
2019-05-20,22762017.69
2019-05-21,22855424.23
2019-05-22,22946271.75
2019-05-23,23053895.63
2019-05-24,23220786.65
2019-05-25,23361275.21
2019-05-26,23457651.14
2019-05-27,23578335.44
2019-05-28,23791919.75
2019-05-29,23898942.9
2019-05-30,24083789.92
2019-05-31,24152822.74
2019-06-01,24149806.31
2019-06-02,24244627.7
2019-06-03,24321289.18
2019-06-04,24377660.75
2019-06-05,24541034.06
2019-06-06,24672877.71
2019-06-07,24761521.81
2019-06-08,24872368.06
2019-06-09,25065090.47
2019-06-10,25138290.63
2019-06-11,25263201.11
2019-06-12,25373077.14
2019-06-13,25560005.09
2019-06-14,25646517.29
2019-06-15,25846641.84
2019-06-16,25870408.22
2019-06-17,26039861.89
2019-06-18,26085338.93
2019-06-19,26205618.15
2019-06-20,26287321.07
2019-06-21,26350962.09
2019-06-22,26435441.61
2019-06-23,26512623.0
2019-06-24,26635629.2
2019-06-25,26792823.81
2019-06-26,26901050.3
2019-06-27,27048095.56
2019-06-28,27199239.13
2019-06-29,27295060.35
2019-06-30,27409196.71
2019-07-01,27496551.68
2019-07-02,27759792.02
2019-07-03,27839854.18
2019-07-04,27939909.58
2019-07-05,28018613.02
2019-07-06,28020878.82
2019-07-07,28116433.36
2019-07-08,28183067.04
2019-07-09,28358432.93
2019-07-10,28370578.1
2019-07-11,28503455.52
2019-07-12,28635630.06
2019-07-13,28758488.2
2019-07-14,28806178.11
2019-07-15,28936859.7
2019-07-16,29093369.19
2019-07-17,29210025.29
2019-07-18,29301517.67
2019-07-19,29421188.15
2019-07-20,29497618.57
2019-07-21,29729454.49
2019-07-22,29896275.92
2019-07-23,29974396.94
2019-07-24,30081002.9
2019-07-25,30125586.55
2019-07-26,30031274.05
2019-07-27,29978819.96
2019-07-28,30080262.24
2019-07-29,30202416.04
2019-07-30,30286546.77
2019-07-31,30383354.15
2019-08-01,30485176.49
2019-08-02,30504027.78
2019-08-03,30598226.17
2019-08-04,30736616.88
2019-08-05,30778724.37
2019-08-06,30797375.48
2019-08-07,30837222.52
2019-08-08,30920255.04
2019-08-09,31015806.56
2019-08-10,31060755.19
2019-08-11,31100210.61
2019-08-12,31199196.69
2019-08-13,31344799.06
2019-08-14,31423956.31
2019-08-15,31517609.02
2019-08-16,31526982.02
2019-08-17,31519372.28
2019-08-18,31585565.41
2019-08-19,31664786.61
2019-08-20,31665666.55
2019-08-21,31700915.01
2019-08-22,31738750.12
2019-08-23,31797780.22
2019-08-24,31807801.77
2019-08-25,31837905.02
2019-08-26,31917596.46
2019-08-27,31952092.67
2019-08-28,31958188.58
2019-08-29,31975497.89
2019-08-30,32096561.96
2019-08-31,32164869.68
2019-09-01,32258647.64
2019-09-02,32300912.01
2019-09-03,32332146.82
2019-09-04,32329090.11
2019-09-05,32356804.99
2019-09-06,32348944.55
2019-09-07,32408656.76
2019-09-08,32497521.38
2019-09-09,32569552.26
2019-09-10,32737579.67
2019-09-11,32684990.74
2019-09-12,32702708.9
2019-09-13,32612755.89
2019-09-14,32570825.54
2019-09-15,32505688.84
2019-09-16,32550305.39
2019-09-17,32610537.45
2019-09-18,32522457.89
2019-09-19,32573772.57
2019-09-20,32644699.01
2019-09-21,32626992.1
2019-09-22,32666348.6
2019-09-23,32722965.3
2019-09-24,32692227.11
2019-09-25,32555346.87
2019-09-26,32491952.34
2019-09-27,32541524.38
2019-09-28,32578486.97
2019-09-29,32592985.44
2019-09-30,32662275.11
2019-10-01,32689879.21
2019-10-02,32700973.4
2019-10-03,32773852.36
2019-10-04,32707340.25
2019-10-05,32685878.11
2019-10-06,32712735.73
2019-10-07,32736477.05
2019-10-08,32651023.5
2019-10-09,32617481.53
2019-10-10,32627471.07
2019-10-11,32654633.98
2019-10-12,32646108.46
2019-10-13,32615071.12
2019-10-14,32603957.64
2019-10-15,32580159.62
2019-10-16,32519297.54
2019-10-17,32514121.85
2019-10-18,32506300.25
2019-10-19,32554543.8
2019-10-20,32513211.35
2019-10-21,32460114.86
2019-10-22,32451483.14
2019-10-23,32425930.94
2019-10-24,32374845.41
2019-10-25,32287593.38
2019-10-26,32268638.6
2019-10-27,32184365.6
2019-10-28,32143115.57
2019-10-29,32085701.18
2019-10-30,32003734.51
2019-10-31,31930417.18
2019-11-01,31865710.06
2019-11-02,31750925.78
2019-11-03,31639933.76
2019-11-04,31572953.71
2019-11-05,31521182.46
2019-11-06,31442521.62
2019-11-07,31406063.62
2019-11-08,31263402.46
2019-11-09,31178515.74
2019-11-10,31006875.13
2019-11-11,30823975.38
2019-11-12,30617652.98
2019-11-13,30498999.71
2019-11-14,30400449.21
2019-11-15,30326711.95
2019-11-16,30210155.02
2019-11-17,29961517.98
2019-11-18,29786902.01
2019-11-19,29691920.35
2019-11-20,29557919.43
2019-11-21,29433128.04
2019-11-22,29364311.6
2019-11-23,29313645.24
2019-11-24,29168115.86
2019-11-25,29080798.94
2019-11-26,28893013.78
2019-11-27,28769779.73
2019-11-28,28590961.88
2019-11-29,28401582.85
2019-11-30,28294596.3
2019-12-01,28185433.44
2019-12-02,28010353.82
2019-12-03,27812553.82
2019-12-04,27670296.16
2019-12-05,27581798.56
2019-12-06,27423851.09
2019-12-07,27260400.31
2019-12-08,27072789.04
2019-12-09,26942747.21
2019-12-10,26736725.36
2019-12-11,26425246.31
2019-12-12,26183502.5
2019-12-13,26006531.55
2019-12-14,25761065.64
2019-12-15,25472717.05
2019-12-16,25198962.17
2019-12-17,24846231.42
2019-12-18,24670384.35
2019-12-19,24347489.14
2019-12-20,24179590.93
2019-12-21,23941085.28
2019-12-22,23804633.91
2019-12-23,23597111.61
2019-12-24,23388632.68
2019-12-25,23202797.56
2019-12-26,22951185.91
2019-12-27,22660902.98
2019-12-28,22443699.88
2019-12-29,22153666.02
2019-12-30,21912641.12
2019-12-31,21655038.8
2020-01-01,21418613.1
2020-01-02,21350836.51
2020-01-03,21231866.71
2020-01-04,21111719.52
2020-01-05,21006573.24
2020-01-06,20850078.25
2020-01-07,20689907.2
2020-01-08,20544475.48
2020-01-09,20469956.57
2020-01-10,20376246.14
2020-01-11,20284721.01
2020-01-12,20207063.66
2020-01-13,20106843.59
2020-01-14,19900262.51
2020-01-15,19779130.3
2020-01-16,19647559.09
2020-01-17,19506459.94
2020-01-18,19435985.88
2020-01-19,19273525.87
2020-01-20,19144465.21
2020-01-21,19041927.73
2020-01-22,18970838.29
2020-01-23,18901825.19
2020-01-24,18773277.07
2020-01-25,18646148.88
2020-01-26,18520882.54
2020-01-27,18458021.2
2020-01-28,18392221.75
2020-01-29,18345159.72
2020-01-30,18289253.49
2020-01-31,18242834.57
2020-02-01,18173753.53
2020-02-02,18118641.4
2020-02-03,18139441.85
2020-02-04,17989965.64
2020-02-05,17903822.36
2020-02-06,17880720.8
2020-02-07,17841996.85
2020-02-08,17749391.07
2020-02-09,17756222.05
2020-02-10,17667240.96
2020-02-11,17655020.34
2020-02-12,17630587.53
2020-02-13,17547918.95
2020-02-14,17521344.52
2020-02-15,17464241.27
2020-02-16,17458788.73
2020-02-17,17451341.81
2020-02-18,17533505.68
2020-02-19,17446240.43
2020-02-20,17397417.15
2020-02-21,17354198.62
2020-02-22,17357232.77
2020-02-23,17326160.04
2020-02-24,17279460.8
2020-02-25,17251431.94
2020-02-26,17256751.8
2020-02-27,17266599.45
2020-02-28,17290909.77
2020-02-29,17317385.56
2020-03-01,17312008.5
2020-03-02,17315997.91
2020-03-03,17301711.66
2020-03-04,17341299.48
2020-03-05,17265959.91
2020-03-06,17270753.43
2020-03-07,17283036.44
2020-03-08,17252769.68
2020-03-09,17304751.0
2020-03-10,17335428.77
2020-03-11,17376616.33
2020-03-12,17526499.25
2020-03-13,17662045.79
2020-03-14,17765134.05
2020-03-15,17846354.84
2020-03-16,17904700.91
2020-03-17,17959995.46
2020-03-18,18058790.74
2020-03-19,18136050.59
2020-03-20,18215050.34
2020-03-21,18316564.75
2020-03-22,18384622.2
2020-03-23,18382888.81
2020-03-24,18394087.19
2020-03-25,18517680.98
2020-03-26,18607214.92
2020-03-27,18727492.93
2020-03-28,18831108.88
2020-03-29,18847536.98
2020-03-30,18900063.1
2020-03-31,18970389.29
2020-04-01,19044837.39
2020-04-02,19157305.1
2020-04-03,19256985.67
2020-04-04,19295551.97
2020-04-05,19426034.32
2020-04-06,19486366.34
2020-04-07,19576870.39
2020-04-08,19603866.57
2020-04-09,19697027.59
2020-04-10,19783203.3
2020-04-11,19869528.32
2020-04-12,19951313.27
2020-04-13,19982820.72
2020-04-14,20068223.67
2020-04-15,20170336.53
2020-04-16,20279031.57
2020-04-17,20354326.94
2020-04-18,20431211.27
2020-04-19,20549751.84
2020-04-20,20709588.46
2020-04-21,20667034.95
2020-04-22,20748487.78
2020-04-23,20789318.92
2020-04-24,20907128.73
2020-04-25,21001284.65
2020-04-26,21085994.0
2020-04-27,21203763.42
2020-04-28,21340607.59
2020-04-29,21464945.39
2020-04-30,21600550.57
2020-05-01,21729586.24
2020-05-02,21857794.35
2020-05-03,22021938.43
2020-05-04,22204414.77
2020-05-05,22277968.01
2020-05-06,22341955.95
2020-05-07,22454997.14
2020-05-08,22571828.24
2020-05-09,22623595.37
2020-05-10,22671283.73
2020-05-11,22790234.21
2020-05-12,22851352.92
2020-05-13,22972102.01
2020-05-14,23051879.02
2020-05-15,23220127.97
2020-05-16,23376865.4
2020-05-17,23498234.82
2020-05-18,23545535.6
2020-05-19,23639928.74
2020-05-20,23756433.36
2020-05-21,23767009.66
2020-05-22,23862050.34
2020-05-23,23984636.11
2020-05-24,24165124.89
2020-05-25,24322873.66
2020-05-26,24421221.05
2020-05-27,24569709.75
2020-05-28,24761017.47
2020-05-29,24904452.35
2020-05-30,25009839.72
2020-05-31,25104205.89
2020-06-01,25201890.4
2020-06-02,25304831.36
2020-06-03,25516833.8
2020-06-04,25614666.4
2020-06-05,25737765.96
2020-06-06,25828440.43
2020-06-07,26043650.28
2020-06-08,26164641.52
2020-06-09,26273506.87
2020-06-10,26356822.28
2020-06-11,26423661.61
2020-06-12,26484575.17
2020-06-13,26601916.48
2020-06-14,26690731.36
2020-06-15,26775240.15
2020-06-16,26953991.09
2020-06-17,27126970.7
2020-06-18,27197621.38
2020-06-19,27278194.29
2020-06-20,27378461.89
2020-06-21,27521791.98
2020-06-22,27680365.85
2020-06-23,27669569.99
2020-06-24,27726834.73
2020-06-25,27797528.07
2020-06-26,27901115.65
2020-06-27,28007714.42
2020-06-28,28149453.58
2020-06-29,28294969.95
2020-06-30,28375208.88
2020-07-01,28439372.61
2020-07-02,28486913.44
2020-07-03,28574266.4
2020-07-04,28714750.14
2020-07-05,28817146.73
2020-07-06,28839664.27
2020-07-07,28883223.35
2020-07-08,28944014.23
2020-07-09,29058889.46
2020-07-10,29266052.06
2020-07-11,29376918.8
2020-07-12,29480626.07
2020-07-13,29510686.41
2020-07-14,29542617.42
2020-07-15,29625722.03
2020-07-16,29725818.9
2020-07-17,29906836.19
2020-07-18,29810692.73
2020-07-19,29858135.81
2020-07-20,29902184.5
2020-07-21,30013708.82
2020-07-22,29976587.74
2020-07-23,29939073.86
2020-07-24,29991318.98
2020-07-25,30101375.96
2020-07-26,30266037.72
2020-07-27,30359468.24
2020-07-28,30324665.99
2020-07-29,30441428.19
2020-07-30,30492795.9
2020-07-31,30600889.1
2020-08-01,30694823.52
2020-08-02,30738003.82
2020-08-03,30786792.76
2020-08-04,30858411.44
2020-08-05,30875839.69
2020-08-06,30995255.01
2020-08-07,31103488.64
2020-08-08,31067145.34
2020-08-09,31145630.48
2020-08-10,31186122.13
2020-08-11,31093419.26
2020-08-12,31183451.25
2020-08-13,31253041.69
2020-08-14,31419629.11
2020-08-15,31599947.38
2020-08-16,31669287.94
2020-08-17,31704119.55
2020-08-18,31857784.02
2020-08-19,31944652.49
2020-08-20,32013114.99
2020-08-21,32065415.33
2020-08-22,32051496.3
2020-08-23,32043304.86
2020-08-24,32175047.62
2020-08-25,32204171.45
2020-08-26,32241648.43
2020-08-27,32292579.19
2020-08-28,32357187.18
2020-08-29,32378593.85
2020-08-30,32472588.09
2020-08-31,32538630.2
2020-09-01,32585719.9
2020-09-02,32636687.16
2020-09-03,32742983.52
2020-09-04,32857110.77
2020-09-05,32898166.09
2020-09-06,32930656.98
2020-09-07,32822645.06
2020-09-08,32735763.57
2020-09-09,32747512.93
2020-09-10,32774780.08
2020-09-11,32775657.26
2020-09-12,32822692.46
2020-09-13,32948712.04
2020-09-14,33011270.04
2020-09-15,32983596.46
2020-09-16,33016967.74
2020-09-17,33112548.73
2020-09-18,33182918.34
2020-09-19,33202362.66
2020-09-20,33268440.46
2020-09-21,33296386.38
2020-09-22,33261921.54
2020-09-23,33205265.4
2020-09-24,33177211.44
2020-09-25,33216262.41
2020-09-26,33151540.28
2020-09-27,33133397.24
2020-09-28,33084426.59
2020-09-29,33150576.85
2020-09-30,33202624.43
2020-10-01,33246457.75
2020-10-02,33282585.02
2020-10-03,33248403.02
2020-10-04,33288089.86
2020-10-05,33187967.95
2020-10-06,33155327.2
2020-10-07,33100924.67
2020-10-08,33107105.49
2020-10-09,33092104.93
2020-10-10,33113523.68
2020-10-11,33061028.76
2020-10-12,33041482.23
2020-10-13,33035789.84
2020-10-14,33016595.7
2020-10-15,32986557.41
2020-10-16,32931287.34
2020-10-17,32860664.8
2020-10-18,32818375.93
2020-10-19,32793641.19
2020-10-20,32730139.19
2020-10-21,32713042.62
2020-10-22,32709518.3
2020-10-23,32658371.97
2020-10-24,32639680.54
2020-10-25,32645672.3
2020-10-26,32579579.6
2020-10-27,32600496.13
2020-10-28,32536072.65
2020-10-29,32559475.69
2020-10-30,32591012.32
2020-10-31,32528544.89
2020-11-01,32456630.99
2020-11-02,32407969.79
2020-11-03,32345322.11
2020-11-04,32350663.34
2020-11-05,32309974.13
2020-11-06,32264082.1
2020-11-07,32195066.97
2020-11-08,32057751.54
2020-11-09,31927617.46
2020-11-10,31803160.3
2020-11-11,31656291.03
2020-11-12,31639605.34
2020-11-13,31597722.11
2020-11-14,31486194.23
2020-11-15,31340575.63
2020-11-16,31248770.56
2020-11-17,31111610.04
2020-11-18,31039697.59
2020-11-19,30931872.03
2020-11-20,30873334.32
2020-11-21,30813865.85
2020-11-22,30697614.94
2020-11-23,30578483.9
2020-11-24,30496707.63
2020-11-25,30418797.2
2020-11-26,30286636.25
2020-11-27,30219612.19
2020-11-28,30024349.14
2020-11-29,29857447.19
2020-11-30,29745973.02
2020-12-01,29525814.49
2020-12-02,29414998.87
2020-12-03,29196252.13
2020-12-04,29001454.77
2020-12-05,28699923.76
2020-12-06,28711105.99
2020-12-07,28521883.88
2020-12-08,28366433.6
2020-12-09,28251871.14
2020-12-10,28013319.45
2020-12-11,27882083.35
2020-12-12,27660446.14
2020-12-13,27515109.57
2020-12-14,27209347.2
2020-12-15,27033767.3
2020-12-16,26868884.2
2020-12-17,26562100.41
2020-12-18,26455344.89
2020-12-19,26235524.02
2020-12-20,26045404.9
2020-12-21,25807943.29
2020-12-22,25640245.65
2020-12-23,25258920.13
2020-12-24,25000160.81
2020-12-25,24715691.48
2020-12-26,24420080.48
2020-12-27,24229439.4
2020-12-28,23909413.82
2020-12-29,23713513.61
2020-12-30,23268825.75
2020-12-31,23065312.64
2021-01-01,22714826.56
2021-01-02,22380221.82
2021-01-03,22052672.56
2021-01-04,21806199.16
2021-01-05,21731753.45
2021-01-06,21563801.72
2021-01-07,21338598.69
2021-01-08,21201153.61
2021-01-09,21055178.29
2021-01-10,20961288.74
2021-01-11,20816872.3
2021-01-12,20639293.53
2021-01-13,20505917.68
2021-01-14,20497243.28
2021-01-15,20266575.15
2021-01-16,20146033.04
2021-01-17,20025332.16
2021-01-18,19879989.26
2021-01-19,19744314.42
2021-01-20,19596135.1
2021-01-21,19519904.4
2021-01-22,19323884.96
2021-01-23,19256474.66
2021-01-24,19136509.3
2021-01-25,19070736.79
2021-01-26,18874294.34
2021-01-27,18758039.87
2021-01-28,18620921.77
2021-01-29,18492902.97
2021-01-30,18393059.9
2021-01-31,18300808.66
2021-02-01,18273323.1
2021-02-02,18255275.78
2021-02-03,18088322.1
2021-02-04,18072772.88
2021-02-05,18074657.4
2021-02-06,18012881.32
2021-02-07,18005217.37
2021-02-08,18040730.93
2021-02-09,17968609.17
2021-02-10,17846433.42
2021-02-11,17787381.86
2021-02-12,17755717.02
2021-02-13,17737279.93
2021-02-14,17737531.06
2021-02-15,17742819.42
2021-02-16,17622295.45
2021-02-17,17587756.59
2021-02-18,17533698.1
2021-02-19,17547832.96
2021-02-20,17510151.6
2021-02-21,17437866.84
2021-02-22,17438890.55
2021-02-23,17488789.37
2021-02-24,17428078.04
2021-02-25,17389116.86
2021-02-26,17418606.87
2021-02-27,17349311.48
2021-02-28,17385332.16
2021-03-01,17467831.16
2021-03-02,17363615.99
2021-03-03,17398647.66
2021-03-04,17505616.19
2021-03-05,17558977.4
2021-03-06,17632398.11
2021-03-07,17746585.19
2021-03-08,17902917.72
2021-03-09,17999515.07
2021-03-10,18158631.07
2021-03-11,18226971.24
2021-03-12,18259473.96
2021-03-13,18323802.3
2021-03-14,18418147.61
2021-03-15,18432675.64
2021-03-16,18467464.23
2021-03-17,18519710.23
2021-03-18,18613291.68
2021-03-19,18614840.35
2021-03-20,18702778.89
2021-03-21,18786446.42
2021-03-22,18784555.86
2021-03-23,18834189.7
2021-03-24,18877077.12
2021-03-25,18948102.23
2021-03-26,19016111.97
2021-03-27,19095070.06
2021-03-28,19195752.53
2021-03-29,19281194.43
2021-03-30,19366332.3
2021-03-31,19490688.17
2021-04-01,19530598.84
2021-04-02,19596246.06
2021-04-03,19633630.99
2021-04-04,19710401.98
2021-04-05,19782487.21
2021-04-06,19842486.8
2021-04-07,19947318.6
2021-04-08,20019699.46
2021-04-09,20132689.44
2021-04-10,20244947.55
2021-04-11,20284682.95
2021-04-12,20351984.29
2021-04-13,20371471.39
2021-04-14,20466320.97
2021-04-15,20568614.43
2021-04-16,20630582.66
2021-04-17,20754960.41
2021-04-18,20844769.93
2021-04-19,21011304.16
2021-04-20,21150947.99
2021-04-21,21275316.05
2021-04-22,21388932.66
2021-04-23,21440351.87
2021-04-24,21590475.97
2021-04-25,21645690.89
2021-04-26,21757905.13
2021-04-27,21847841.63
2021-04-28,21925541.24
2021-04-29,21996692.83
2021-04-30,22079670.12
2021-05-01,22142145.99
2021-05-02,22249554.34
2021-05-03,22381506.22
2021-05-04,22560851.58
2021-05-05,22720791.85
2021-05-06,22845035.54
