time,SIE_circumpolar,SIE_Weddell,SIE_Amundsen_Bellingshausen,SIE_Ross,SIE_East_Antarctica,SIE_King_Haakon
2022-05-17,9.9199411241863,0.3592723092106299,2.8093100986987096,1.5656520208493723,1.7622261918509654,3.423480503576622
2022-05-18,10.016836468889654,0.3529467690208815,2.818128635073938,1.6300725023469584,1.7741703331844914,3.4415182292633837
2022-05-19,10.116751072335918,0.39191839619842744,2.8116439684643986,1.6659487341539967,1.7903183510927598,3.4569216224263335
2022-05-20,10.207480854287322,0.39564590255908083,2.8305611496384877,1.6975457294038026,1.8062851132931,3.4774429593928504
2022-05-21,10.280403892743173,0.4181612219220001,2.83940809403764,1.7505203238169218,1.79518147292618,3.4771327800404315
2022-05-22,10.33840409407955,0.44564623127834224,2.841130213074933,1.7824468627566346,1.8092397327231666,3.459941054246472
2022-05-23,10.347881674478662,0.46810367677631814,2.8116421479510683,1.7850799930150518,1.8442621431208184,3.4387937136154063
2022-05-24,10.429155640373844,0.5105815304856036,2.7969185587778003,1.7954193721341636,1.8884810365948566,3.43775514238142
2022-05-25,10.547487096975546,0.5423859279050713,2.8106899205101126,1.8102199447360299,1.9262714723016048,3.457919831522727
2022-05-26,10.669895040384128,0.5771664712626013,2.8448955834903833,1.8341539096941026,1.9492911661626942,3.4643879097743477
2022-05-27,10.761964149932242,0.5852111217348488,2.89529720024301,1.8748776699220095,1.9547133387919364,3.451864819240438
2022-05-28,10.803810977884035,0.5814638580015457,2.9236571815599444,1.8994681217200884,1.936437374067735,3.4627844425347223
2022-05-29,10.823764918559004,0.5714891249899541,2.9683417820042943,1.8889983935436694,1.944412827559752,3.450522790461334
2022-05-30,10.803824759673631,0.5483892287818531,3.002454888351934,1.8848200318552162,1.952875303359901,3.415285307324727
2022-05-31,10.84219023944388,0.5503243134939846,3.0388150184612006,1.9064168070965586,1.9551844468620607,3.391449653530075
2022-06-01,10.947396465163449,0.5335737254134869,3.0461673034504244,1.959369486859516,1.939173352344347,3.469112597095674
2022-06-02,11.105769649460195,0.5579176964837362,3.0315104149854113,2.015040484984136,1.9203268263619016,3.580974226645008
2022-06-03,11.288403410266843,0.6256509975945026,3.0297111980447684,2.0749751092700177,1.918067855423392,3.6399982499341603
2022-06-04,11.478136392488777,0.6863789705872952,3.0088424947569337,2.148544985168444,1.9258880636862699,3.708481878289835
2022-06-05,11.595951084786492,0.7166913799233972,2.9715806088319363,2.191009383194888,1.9455066376197196,3.7711630752165513
2022-06-06,11.69533737835393,0.7327496437855174,2.9305459894360455,2.238911105083294,1.9757390154134256,3.8173916246356474
