sector,Year,phase_scalar,sse_min,amplitude_range,min_doy,max_doy,min_extent,max_extent,phase_anom,amp_anom
Amundsen_Bellingshausen,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amundsen_Bellingshausen,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amundsen_Bellingshausen,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amundsen_Bellingshausen,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amundsen_Bellingshausen,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amundsen_Bellingshausen,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amundsen_Bellingshausen,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amundsen_Bellingshausen,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amundsen_Bellingshausen,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amundsen_Bellingshausen,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amundsen_Bellingshausen,1988,-2,1.2382614585983638,3.723896708,57,244,0.873208174,4.597104882,-2.7837837837837833,0.637775910378378
Amundsen_Bellingshausen,1989,2,1.4248108123253507,2.7622137589999998,69,240,1.090697983,3.852911742,1.2162162162162165,-0.32390703862162207
Amundsen_Bellingshausen,1990,-4,1.565372599054538,2.8594799440000003,51,248,1.247990249,4.107470193,-4.783783783783783,-0.22664085362162156
Amundsen_Bellingshausen,1991,1,2.644388815837011,3.3651893669999997,55,219,1.568446395,4.933635762,0.21621621621621645,0.2790685693783779
Amundsen_Bellingshausen,1992,11,4.349169653099118,3.573076748,58,196,1.318474383,4.891551131,10.216216216216216,0.48695595037837824
Amundsen_Bellingshausen,1993,-2,0.6850985267681416,3.1292961729999997,48,248,1.04968351,4.178979683,-2.7837837837837833,0.0431753753783779
Amundsen_Bellingshausen,1994,5,2.66001453184478,3.1504153890000004,46,210,1.357331603,4.507746992,4.216216216216217,0.06429459137837856
Amundsen_Bellingshausen,1995,-3,4.995899937779219,3.158846717,49,227,1.648242181,4.807088898,-3.7837837837837833,0.07272591937837802
Amundsen_Bellingshausen,1996,0,2.136814838760007,3.245379303,57,250,1.008169748,4.253549051,-0.7837837837837835,0.15925850537837816
Amundsen_Bellingshausen,1997,-4,3.3360052809106584,3.5258544050000005,50,274,1.150948978,4.676803383,-4.783783783783783,0.43973360737837863
Amundsen_Bellingshausen,1998,8,1.4703188981472064,3.436751268,61,261,0.889430766,4.326182034,7.216216216216217,0.35063047037837825
Amundsen_Bellingshausen,1999,-5,3.7085318359840103,3.418094961,47,254,0.826638221,4.244733182,-5.783783783783783,0.33197416337837815
Amundsen_Bellingshausen,2000,-4,2.416573065785072,3.265582071,46,253,1.041352849,4.30693492,-4.783783783783783,0.17946127337837803
Amundsen_Bellingshausen,2001,18,4.956081777250148,3.308618409,49,211,1.268294579,4.576912988,17.216216216216218,0.2224976113783783
Amundsen_Bellingshausen,2002,-4,2.366892138798327,2.9453946380000002,59,238,1.194115724,4.139510362,-4.783783783783783,-0.1407261596216216
Amundsen_Bellingshausen,2003,5,5.976201567211513,2.3194833400000006,60,258,1.726443912,4.045927252,4.216216216216217,-0.7666374576216213
Amundsen_Bellingshausen,2004,4,1.6031459239645784,2.490778766,56,236,1.650136535,4.140915301,3.2162162162162167,-0.5953420316216218
Amundsen_Bellingshausen,2005,-3,0.7418875857860288,3.2658614889999997,59,214,1.144675996,4.410537485,-3.7837837837837833,0.1797406913783779
Amundsen_Bellingshausen,2006,-6,4.937259818165133,3.675423137,72,268,1.031549451,4.706972588,-6.783783783783783,0.5893023393783783
Amundsen_Bellingshausen,2007,-1,1.5682630420153059,3.1962519130000002,45,251,1.183568525,4.379820438,-1.7837837837837835,0.11013111537837839
Amundsen_Bellingshausen,2008,5,3.469491456441645,2.6192476860000005,51,246,1.598479758,4.217727444,4.216216216216217,-0.4668731116216214
Amundsen_Bellingshausen,2009,0,4.3921313120053425,3.0150778299999996,50,247,1.387777351,4.402855181,-0.7837837837837835,-0.07104296762162221
Amundsen_Bellingshausen,2010,11,3.7216150994793162,2.7830855769999996,44,231,1.431349377,4.214434954,10.216216216216216,-0.30303522062162225
Amundsen_Bellingshausen,2011,-2,3.7775159351126026,3.366688761,51,242,1.135811168,4.502499929,-2.7837837837837833,0.28056796337837797
Amundsen_Bellingshausen,2012,-3,2.174781390475945,2.547602127,52,259,1.570838589,4.118440716,-3.7837837837837833,-0.5385186706216216
Amundsen_Bellingshausen,2013,-6,3.2569980737815123,2.8765966140000003,50,259,1.550556123,4.427152737,-6.783783783783783,-0.2095241836216215
Amundsen_Bellingshausen,2014,-3,3.3089866929413865,2.7550869590000002,48,243,1.787868827,4.542955786,-3.7837837837837833,-0.3310338386216216
Amundsen_Bellingshausen,2015,-2,2.0973888742193303,2.535229912,44,272,1.875332128,4.41056204,-2.7837837837837833,-0.5508908856216217
Amundsen_Bellingshausen,2016,8,4.966051427761063,3.3077436099999997,55,236,1.38792317,4.69566678,7.216216216216217,0.2216228123783779
Amundsen_Bellingshausen,2017,5,1.7296575010456583,2.7875624849999996,36,221,1.105904349,3.893466834,4.216216216216217,-0.29855831262162225
Amundsen_Bellingshausen,2018,1,1.9479240933765318,2.908227087,50,199,1.109948536,4.018175623,0.21621621621621645,-0.17789371062162163
Amundsen_Bellingshausen,2019,-1,3.9217098332063896,3.31575273,51,234,1.105134316,4.420887046,-1.7837837837837835,0.22963193237837798
Amundsen_Bellingshausen,2020,0,2.7389957253101884,3.366362122,35,251,1.255620093,4.621982215,-0.7837837837837835,0.2802413243783781
Amundsen_Bellingshausen,2021,5,3.860517341739018,3.0312246640000002,42,235,1.172746326,4.20397099,4.216216216216217,-0.0548961336216216
Amundsen_Bellingshausen,2022,3,0.6327709654773,2.650947958,46,230,1.07466091,3.725608868,2.2162162162162167,-0.4351728396216217
Amundsen_Bellingshausen,2023,-6,5.064161434138744,2.9888217399999997,53,268,1.079595612,4.068417352,-6.783783783783783,-0.09729905762162216
Amundsen_Bellingshausen,2024,-2,3.43130390239633,3.515323145,43,226,1.218831967,4.734155112,-2.7837837837837833,0.42920234737837815
Ross,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross,1988,-7,0.26757547034700485,5.901417050999999,62,284,0.068512464,5.969929515,-7.1891891891891895,0.3106289821891881
Ross,1989,1,0.10347491363276992,6.0849925670000005,57,280,0.1615654,6.246557967,0.810810810810811,0.4942044981891893
Ross,1990,5,0.8653605343668392,5.007941914,70,272,0.358216071,5.366157985,4.8108108108108105,-0.5828461548108113
Ross,1991,-4,0.9552353443754001,5.631544431,59,277,0.153271382,5.784815813,-4.1891891891891895,0.04075636218918888
Ross,1992,-4,1.1344163812711934,6.375178524,51,289,0.148402875,6.523581399,-4.1891891891891895,0.7843904551891887
Ross,1993,2,0.31385824195487805,5.567498393,44,254,0.26273659,5.830234983,1.810810810810811,-0.023289675810810984
